,글쎄요,보고싶어요,참여인원,평점,title,y,런타임,장르,개봉일,등급,개봉년도,개봉월
1070,1,207,43,9.65,"에튀드, 솔로 (ETUDE, SOLO)",0,19,"['드라마', '멜로/로맨스']",[],,0,0
1071,26,108,14,4.64,엔조이닷컴,0,80,"['멜로/로맨스', '드라마']",[],청소년,0,0
1072,35,143,22,9.05,엘 꼰도르 빠사 (El Condor Pasa),0,86,['드라마'],['2016.02.27'],전체,2016,2
1073,0,0,105,6.23,여고괴담 4 - 목소리 (Whispering Corridors 4: Voice),0,104,"['공포', '스릴러']",['2005.07.15'],15세,2005,7
1074,0,0,224,7.77,여고괴담 5,0,88,"['공포', '스릴러', '드라마']",['2009.06.18'],15세,2009,6
1075,0,0,102,3.43,여고생 시집가기 (High School Girl Get Married),0,103,['코미디'],['2004.12.23'],15세,2004,12
1076,985,4208,384,8.77,여교사 (Misbehavior),0,96,"['드라마', '멜로/로맨스', '범죄']",['2017.01.04'],청소년,2017,1
1077,0,0,209,6.32,여교수의 은밀한 매력 (Bewitching Attraction),0,105,['코미디'],['2006.03.16'],청소년,2006,3
1078,0,0,11,9.18,"여름, 속삭임 (Summer Whisper)",0,96,['드라마'],['2008.10.16'],전체,2008,10
1079,10,74,17,9.65,여름이 준 선물 (The Friends),0,104,['드라마'],[],전체,0,0
1080,0,0,58,7.6,여배우는 너무해 (One Thing She Doesn't Have),0,95,"['멜로/로맨스', '코미디']",['2014.02.27'],청소년,2014,2
1081,57,1128,34,9.03,여배우는 오늘도 (The Running Actress),0,71,['드라마'],['2017.09.14'],15세,2017,9
1082,0,0,207,8.0,여배우들 (Actresses),0,104,['드라마'],['2009.12.10'],12세,2009,12
1083,11,42,22,6.64,여배우와 동거,0,77,['멜로/로맨스'],[],청소년,0,0
1084,17,34,19,6.89,여선생,0,80,['코미디'],[],청소년,0,0
1085,0,0,12,7.92,여선생 VS 여제자 (Lovely Rivals),0,109,"['코미디', '드라마']",['2004.11.17'],15세,2004,11
1086,0,0,53,8.38,여의도 (A Friend in Need),0,87,['드라마'],['2010.12.02'],청소년,2010,12
1087,2,6,10,4.89,여인의 숨결,0,60,"['에로', '드라마']",[],청소년,0,0
1088,35,56,14,4.57,여자 보험왕 : 그녀의 영업비밀,0,73,['멜로/로맨스'],['2017.08.03'],,2017,8
1089,96,170,22,6.23,여자 전쟁: 도기의 난,0,115,"['멜로/로맨스', '스릴러']",[],청소년,0,0
1090,93,48,12,2.92,여자 전쟁: 봉천동 혈투,0,94,['드라마'],[],청소년,0,0
1091,15,57,47,6.62,여자 하숙집,0,84,['멜로/로맨스'],['2017.05.11'],청소년,2017,5
1092,0,0,25,8.04,"여자, 정혜 (The Charming Girl)",0,98,['드라마'],['2005.03.10'],15세,2005,3
1093,67,209,33,7.52,여자들 (Write or Dance),0,101,['드라마'],['2017.08.03'],15세,2017,8
1094,113,237,30,7.27,여자전쟁: 비열한 거래,0,110,[''],[],청소년,0,0
1095,40,108,18,8.33,여직원들 : 직장연애사,0,92,['멜로/로맨스'],['2016.09.22'],청소년,2016,9
1096,21,38,17,4.59,여친 엄마,0,78,['멜로/로맨스'],[],청소년,0,0
1097,810,6255,1281,9.05,역린 (逆鱗),1,135,['드라마'],['2014.04.30'],15세,2014,4
1098,301,1436,127,8.14,역모 - 반란의 시대 (The Age of Blood),0,102,['액션'],['2017.11.23'],15세,2017,11
1099,0,0,45,7.09,역전의 명수 (Myungsoo),0,122,['코미디'],['2005.04.15'],15세,2005,4
1100,0,0,1077,7.8,연가시 (Deranged),1,109,"['드라마', '모험']",['2012.07.05'],15세,2012,7
1101,12,25,14,3.86,연상녀들 : 내가 가르쳐 줄게,0,71,[''],[],,0,0
1102,0,0,127,6.89,"연애, 그 참을 수 없는 가벼움 (Between Love And Hate)",0,125,"['드라마', '멜로/로맨스']",['2006.09.07'],청소년,2006,9
1103,4,295,10,8.9,연애놀이 (Love Games),0,15,['애니메이션'],[],,0,0
1104,78,713,38,9.39,연애담 (Our Love Story),0,99,"['드라마', '멜로/로맨스']",['2016.11.17'],청소년,2016,11
1105,0,0,128,7.88,연애술사 (Love In Magic),1,109,"['멜로/로맨스', '코미디']",['2005.05.20'],15세,2005,5
1106,0,0,78,8.13,연애의 기술,0,91,"['멜로/로맨스', '코미디']",['2013.10.30'],청소년,2013,10
1107,541,1176,98,8.73,연애의 맛 (Love Clinic),0,101,"['코미디', '멜로/로맨스']",['2015.05.07'],청소년,2015,5
1108,0,0,140,8.34,연애의 목적 (Purpose Of Love),1,121,"['멜로/로맨스', '드라마', '코미디']",['2005.06.10'],청소년,2005,6
1109,71,214,18,6.33,"연애의 발동 : 상해 여자, 부산 남자 (?婚聯盟)",0,108,"['멜로/로맨스', '코미디', '']",['2016.06.02'],12세,2016,6
1110,0,0,451,8.62,연애의 온도 (Very Ordinary Couple (V.O.C.)),1,112,['멜로/로맨스'],['2013.03.21'],청소년,2013,3
1111,10,180,23,8.22,연인의 방 (A Couple's Room),0,5,['애니메이션'],[],전체,0,0
1112,3205,28626,5264,9.45,연평해전 (Northern Limit Line),1,130,['드라마'],['2015.06.24'],12세,2015,6
1113,0,0,64,9.33,"열세살, 수아 (Girl Thirteen)",0,94,['드라마'],['2007.06.14'],12세,2007,6
1114,0,0,37,7.75,"열여덟,열아홉",0,94,"['멜로/로맨스', '드라마']",['2012.03.01'],15세,2012,3
1115,935,8738,443,9.25,열정같은소리하고있네 (YOU CALL IT PASSION),0,106,['드라마'],['2015.11.25'],15세,2015,11
1116,0,0,145,8.66,열한번째 엄마 (11th Mother),1,104,['드라마'],['2007.11.29'],12세,2007,11
1117,0,0,270,8.44,열한시 (AM 11:00),0,99,['스릴러'],['2013.11.28'],15세,2013,11
1118,17561,9148,1604,2.9,엽기적인 그녀 2 (我的新野?女友),0,99,"['멜로/로맨스', '코미디']",['2016.05.12'],15세,2016,5
1119,0,0,19,9.17,영구와 공룡 쮸쮸 (Young-Gu And Princess Zzu Zzu),0,85,"['가족', '판타지', '모험', '코미디']",['1993.07.17'],전체,1993,7
1120,0,0,11,9.0,영구와 땡칠이 (Yong-Gu And Daeng Chiri),0,97,"['코미디', '가족', '모험']",['1989.07.29'],전체,1989,7
1121,62,476,42,8.9,영도 (Shadow Island),0,116,"['드라마', '범죄', '미스터리']",['2015.09.10'],청소년,2015,9
1122,0,0,82,9.67,영도다리 (I Came From Busan),1,81,['드라마'],['2010.07.01'],청소년,2010,7
1123,43,235,38,8.86,영아 (Yeonga),0,24,['드라마'],[],12세,0,0
1124,0,0,186,9.1,영화는 영화다 (Rough Cut),0,112,"['액션', '범죄', '드라마', '느와르']",['2008.09.11'],청소년,2008,9
1125,0,0,41,9.0,영화판 (Ari Ari the Korean Cinema),0,83,['다큐멘터리'],['2012.12.06'],12세,2012,12
1126,75,130,19,5.37,옆집 누나,0,80,[''],[],청소년,0,0
1127,46,85,20,5.55,옆집소녀,0,103,['멜로/로맨스'],"['2017.04.27', '2017.03.21']",청소년,2017,4
1128,0,0,438,9.08,예의없는 것들 (No Mercy For The Rude),0,121,"['코미디', '액션', '느와르']",['2006.08.24'],청소년,2006,8
1129,16,312,33,9.67,오 마이 파파 (OH! My PaPa),0,97,['다큐멘터리'],['2016.11.10'],전체,2016,11
1130,0,0,160,7.32,오감도 (Five Senses Of Eros),0,128,['멜로/로맨스'],['2009.07.09'],청소년,2009,7
1131,14,100,24,9.75,오늘영화 (Now Playing),0,91,"['드라마', '멜로/로맨스']",['2015.08.20'],15세,2015,8
1132,2573,19766,958,9.28,오늘의 연애 (Love Forecast),1,118,"['멜로/로맨스', '코미디']",['2015.01.14'],15세,2015,1
1133,16,434,267,9.68,오늘이 (O-Nu-Ri),0,16,"['애니메이션', '판타지']",[],전체,0,0
1134,0,0,51,8.86,오래된 인력거 (My Barefoot Friend),0,85,['다큐멘터리'],['2011.12.15'],전체,2011,12
1135,0,0,77,8.83,오래된 정원 (The Old Garden),0,112,"['드라마', '멜로/로맨스']",['2007.01.04'],12세,2007,1
1136,0,0,116,7.61,오로라 공주 (Princess Aurora),0,106,"['범죄', '스릴러']",['2005.10.27'],청소년,2005,10
1137,2,135,18,9.89,오목어 (Noodle Fish),0,10,['애니메이션'],[],,0,0
1138,22,58,54,8.96,오빠가 돌아왔다 (TOTAL MESSED FAMILY),0,94,"['코미디', '드라마']",['2014.03.20'],청소년,2014,3
1139,1092,8257,679,9.06,오빠생각 (A Melody to Remember),1,124,"['드라마', '전쟁']",['2016.01.21'],12세,2016,1
1140,0,0,45,7.95,오세암 (Oseam),0,75,"['애니메이션', '드라마']",['2003.05.01'],전체,2003,5
1141,0,0,290,9.4,오싹한 연애 (Spellbound),1,114,"['멜로/로맨스', '공포', '코미디']",['2011.12.01'],12세,2011,12
1142,0,0,17,9.24,오이시맨 (Oishi Man),0,93,['드라마'],['2009.02.19'],12세,2009,2
1143,0,0,526,9.6,오직 그대만 (Always),1,105,['드라마'],['2011.10.20'],15세,2011,10
1144,0,0,22,10.0,옥희의 영화 (Oki's Movie),0,80,['드라마'],['2010.09.16'],청소년,2010,9
1145,0,0,30,6.77,"온 더 로드, 투 (On The Road, Two)",0,107,['다큐멘터리'],['2006.01.05'],전체,2006,1
1146,0,0,377,9.02,올드 미스 다이어리 - 극장판 (Old Miss Diary),0,108,['코미디'],"['2007.03.01', '2006.12.21']",12세,2007,3
1147,8,221,86,9.92,올드마린보이 (Old Marine Boy),0,85,['다큐멘터리'],['2017.11.02'],전체,2017,11
1148,13,42,41,6.63,올래?! - 천사들의 도시편,0,80,['멜로/로맨스'],[],청소년,0,0
1149,258,1641,147,8.65,올레 (DETOUR),0,103,"['코미디', '드라마']",['2016.08.25'],15세,2016,8
1150,76,80,40,4.1,올리고당 더 무비,0,103,[''],[],청소년,0,0
1151,0,0,14,6.64,와이키키 브라더스 (Waikiki Brothers),0,109,['드라마'],['2001.10.27'],청소년,2001,10
1152,0,0,726,9.51,완득이 (Punch),1,107,['드라마'],['2011.10.20'],12세,2011,10
1153,0,0,58,7.05,완벽한 파트너,0,120,['코미디'],['2011.11.17'],청소년,2011,11
1154,0,0,144,9.42,완전 소중한 사랑 (It's Time to Love),0,118,"['멜로/로맨스', '드라마']",['2013.11.21'],12세,2013,11
1155,16,111,20,9.8,왓니껴 (Welcome),0,108,['드라마'],['2014.08.21'],12세,2014,8
1156,51,381,45,8.04,왕을 참하라,0,116,['드라마'],['2017.03.16'],청소년,2017,3
1157,0,0,3792,9.37,왕의 남자 (爾: King And The Clown),1,119,['드라마'],['2005.12.29'],15세,2005,12
1158,0,0,17,9.06,왕자가 된 소녀들 (The Girl Princes),0,79,['다큐멘터리'],['2013.04.18'],전체,2013,4
1159,0,0,71,8.28,왕후 심청 (Empress Chung),0,94,"['애니메이션', '가족', '판타지']",['2005.08.11'],전체,2005,8
1160,64,143,20,6.45,외도,0,77,"['멜로/로맨스', '드라마']",[],청소년,0,0
1161,5,29,17,6.47,외출 2,0,71,['멜로/로맨스'],[],청소년,0,0
1162,0,0,149,7.69,요가학원,0,97,"['공포', '드라마']",['2009.08.20'],15세,2009,8
1163,0,0,255,7.65,요술 (Magic),0,95,['드라마'],['2010.06.24'],15세,2010,6
1164,71,239,19,9.37,욕 (Curse),0,5,[''],[],,0,0
1165,93,211,19,8.0,욕망의 독:중독 (Pretty),0,91,['스릴러'],['2014.09.25'],청소년,2014,9
1166,0,0,38,8.0,용가리 (Yonggary),0,90,"['모험', '액션', '판타지', '가족']","['2001.01.20', '1999.07.17']",전체,2001,1
1167,7,27,33,9.64,"용서, 그 먼 길 끝에 당신이 있습니까",0,100,['다큐멘터리'],['2008.11.06'],12세,2008,11
1168,0,0,143,8.69,용서는 없다 (No Mercy),0,125,"['범죄', '스릴러']",['2010.01.07'],청소년,2010,1
1169,69,439,45,9.18,용순 (Yongsoon),0,104,['드라마'],['2017.06.08'],15세,2017,6
1170,0,0,931,9.28,용의자 (The Suspect),1,137,"['액션', '드라마']",['2013.12.24'],15세,2013,12
1171,0,0,197,9.93,용의자X (Perfect Number),1,119,['미스터리'],['2012.10.18'],15세,2012,10
1172,0,0,290,9.09,용의주도 미스 신 (Miss Gold Digger),1,108,"['코미디', '멜로/로맨스']",['2007.12.18'],15세,2007,12
1173,461,2136,379,8.17,우는 남자 (No Tears For the Dead),0,116,"['액션', '드라마']",['2014.06.04'],청소년,2014,6
1174,20,93,29,8.17,우동 한 그릇 (A Boul Of Udon),0,98,[''],[],전체,0,0
1175,0,0,27,9.56,우리 만난 적 있나요,0,100,"['멜로/로맨스', '판타지']",['2010.11.25'],12세,2010,11
1176,0,0,521,9.3,우리 생애 최고의 순간 (Forever The Moment),1,124,['드라마'],['2008.01.10'],전체,2008,1
1177,0,0,62,8.81,우리 선희 (Our Sunhi),0,89,['드라마'],['2013.09.12'],청소년,2013,9
1178,19,149,12,8.67,우리 손자 베스트 (Beaten Black and Blue),0,130,"['드라마', '코미디']",['2016.12.08'],청소년,2016,12
1179,90,487,35,9.37,우리 연애의 이력 (With or Without You),0,101,['멜로/로맨스'],['2016.06.29'],15세,2016,6
1180,0,0,27,9.85,우리 이웃의 범죄,0,98,"['범죄', '드라마']",['2011.04.07'],15세,2011,4
1181,0,0,624,9.81,우리 집에 왜 왔니 (My Home),0,107,"['멜로/로맨스', '코미디', '드라마']",['2009.04.09'],15세,2009,4
1182,0,0,145,8.06,우리 학교 (Our School),0,131,"['다큐멘터리', '드라마']",['2007.03.29'],전체,2007,3
1183,0,0,14,8.31,우리 형 (My Brother...),0,112,['드라마'],['2004.10.08'],15세,2004,10
1184,7,90,19,10.0,우리가족 (Our Family),0,85,['다큐멘터리'],['2014.07.24'],전체,2014,7
1185,0,0,14,8.71,우리는 그곳에 있었다 (WE WERE THERE),0,82,['다큐멘터리'],['2013.07.18'],전체,2013,7
1186,669,5789,168,8.38,우리는 형제입니다 (We Are Brothers),1,102,"['코미디', '가족']",['2014.10.23'],12세,2014,10
1187,0,0,28,9.18,우리들의 일그러진 영웅 (Our Twisted Hero),0,119,['드라마'],['1992.08.15'],전체,1992,8
1188,0,0,1212,9.49,우리들의 행복한 시간 (Maundy Thursday),1,120,['드라마'],['2006.09.14'],15세,2006,9
1189,0,0,224,7.76,우리별 일호와 얼룩소 (The Satellite Girl and Milk Cow),0,81,"['애니메이션', '판타지', '모험']",['2014.02.20'],전체,2014,2
1190,13,163,544,9.58,우아한 거짓말 (Thread of Lies),1,117,['드라마'],['2014.03.13'],12세,2014,3
1191,0,0,239,9.09,우아한 세계 (The Show Must Go On),1,112,"['범죄', '느와르', '액션', '코미디']",['2007.04.05'],15세,2007,4
1192,48,258,17,8.76,우주의 크리스마스 (Woojoo's Christmas),0,107,"['드라마', '판타지']",['2016.10.13'],15세,2016,10
1193,13,191,17,7.76,울보 권투부 (A Crybaby Boxing Club),0,86,['다큐멘터리'],['2015.10.29'],12세,2015,10
1194,27,123,21,9.52,울언니,0,97,"['드라마', '스릴러']",['2014.12.04'],청소년,2014,12
1195,0,0,185,8.71,울지마 톤즈 (Don't Cry for Me Sudan),1,91,['다큐멘터리'],['2010.09.09'],전체,2010,9
1196,0,0,139,8.9,울학교 이티 (Our School's E.T.),0,120,"['코미디', '드라마']",['2008.09.11'],15세,2008,9
1197,14534,4677,2787,3.92,워킹걸 (Casa Amor; Exclusive for Ladies),0,112,"['코미디', '멜로/로맨스']",['2015.01.07'],청소년,2015,1
1198,75,147,53,5.13,워킹스트리트 (Walking Street),0,89,['드라마'],[],청소년,0,0
1199,0,0,216,9.27,원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR (ONE OF A KIND 3D ; G-DRAGON 2013 1ST WORLD TOUR),0,93,['공연실황'],['2013.10.31'],전체,2013,10
1200,28,119,36,8.44,원 컷 - 어느 친절한 살인자의 기록 (ある優しき殺人者の記?),0,86,['공포'],['2014.09.11'],청소년,2014,9
1201,7,17,12,6.58,원나잇스탠드 (One-night Stand),0,94,"['드라마', '멜로/로맨스', '스릴러']",[],청소년,0,0
1202,366,938,99,5.0,원나잇온리 (one night only),0,67,[''],['2014.07.03'],청소년,2014,7
1203,0,0,261,9.01,원더풀 라디오 (Love On-Air),1,120,['드라마'],['2012.01.05'],15세,2012,1
1204,460,3962,218,9.01,원라인 (ONE-LINE),1,131,['범죄'],['2017.03.29'],15세,2017,3
1205,212,340,19,6.63,원령 (怨靈之路),0,91,"['공포', '']",['2015.08.13'],15세,2015,8
1206,154,481,43,7.26,원스텝 (One Step),0,87,['드라마'],['2017.04.06'],12세,2017,4
1207,15,35,22,6.77,원정여행,0,76,['멜로/로맨스'],['2017.08.31'],청소년,2017,8
1208,0,0,820,8.18,원탁의 천사 (Holy Daddy),0,105,"['코미디', '판타지']",['2006.08.24'],15세,2006,8
1209,0,9,29,9.21,월세와 보증금 (Mini & Eunjin),0,21,['드라마'],[],15세,0,0
1210,9,32,10,7.7,월하 (Wol-ha : Very Bad Moon Rising),0,80,"['공포', '미스터리', '스릴러']",['2017.12.20'],15세,2017,12
1211,0,0,196,9.12,웨딩 드레스,0,109,['드라마'],['2010.01.14'],전체,2010,1
1212,0,0,13,6.62,웨스트 32번가 (West 32nd),0,86,"['느와르', '드라마', '액션']",['2007.11.22'],15세,2007,11
1213,0,0,594,8.61,웰컴 투 동막골 (Welcome To Dongmakgol),1,133,"['드라마', '전쟁']",['2005.08.04'],12세,2005,8
1214,4,21,10,7.5,위대한 선수 (The Great Player),0,18,"['드라마', '코미디', '가족']",[],,0,0
1215,436,3408,335,8.93,위대한 소원 (THE LAST RIDE),1,93,"['코미디', '드라마']",['2016.04.20'],15세,2016,4
1216,19,436,16,9.44,위대한유산 (The Great Legacy),0,9,['드라마'],[],,0,0
1217,0,0,11,9.55,위도 (Wi-do),0,108,"['스릴러', '미스터리']",['2011.10.20'],청소년,2011,10
1218,14,107,11,9.09,위드 (With),0,99,"['드라마', '멜로/로맨스']",['2017.01.19'],청소년,2017,1
1219,17,356,18,9.0,위로공단 (Factory Complex),0,95,['다큐멘터리'],['2015.08.13'],15세,2015,8
1220,61,210,31,5.48,위선자들,0,104,['드라마'],['2015.11.26'],청소년,2015,11
1221,82,305,48,7.73,위층여자,0,95,"['멜로/로맨스', '코미디']",['2014.10.29'],청소년,2014,10
1222,779,2757,365,8.85,위험한 상견례 2 (Enemies In-Law),1,119,"['멜로/로맨스', '코미디']",['2015.04.29'],15세,2015,4
1223,20,53,22,7.14,위험한 중독,0,92,['드라마'],['2015.12.24'],청소년,2015,12
1224,0,0,259,6.52,유감스러운 도시,0,121,"['액션', '범죄', '코미디']",['2009.01.22'],15세,2009,1
1225,210,1272,59,8.07,유리정원 (Glass Garden),0,116,"['미스터리', '드라마']",['2017.10.25'],12세,2017,10
1226,11,58,13,7.31,유신의 미학,0,77,[''],[],15세,0,0
1227,0,0,266,2.15,유신의 추억 - 다카키 마사오의 전성시대,0,75,['다큐멘터리'],['2012.11.22'],12세,2012,11
1228,16,117,73,9.25,유앤유 (You&You;),0,97,['드라마'],[],전체,0,0
1229,29,77,112,8.47,유쾌한 도우미 (The Madonna),0,14,['드라마'],[],,0,0
1230,0,0,131,8.04,육혈포 강도단 (Twilight Gangsters),1,107,"['범죄', '코미디']",['2010.03.18'],15세,2010,3
1231,0,0,27,7.15,윤희 (Yoon hee),0,89,['드라마'],['2014.01.09'],청소년,2014,1
1232,0,0,208,8.33,은교 (Eungyo),1,129,['멜로/로맨스'],['2012.04.25'],청소년,2012,4
1233,0,0,1288,9.59,은밀하게 위대하게 (Secretly Greatly),1,123,"['액션', '드라마', '코미디']",['2013.06.05'],15세,2013,6
1234,36,75,13,7.23,은밀한 방문자,0,72,"['멜로/로맨스', '스릴러']",['2015.09.16'],청소년,2015,9
1235,738,4687,239,8.76,은밀한 유혹 (Perfect Proposal),0,110,"['범죄', '멜로/로맨스']",['2015.06.04'],15세,2015,6
1236,117,455,40,6.05,은하,0,97,['멜로/로맨스'],['2017.01.24'],청소년,2017,1
1237,0,0,12,5.83,은하해방전선 (Milky Way Liberation Front),0,99,"['코미디', '멜로/로맨스', '드라마']",['2007.11.29'],15세,2007,11
1238,39,107,23,4.22,음란 과외,0,94,['멜로/로맨스'],[],청소년,0,0
1239,21,24,12,3.92,음란 기생,0,81,['멜로/로맨스'],[],청소년,0,0
1240,0,0,285,8.02,음란서생 (淫亂書生),0,139,"['멜로/로맨스', '코미디', '드라마']",['2006.02.23'],청소년,2006,2
1241,0,0,619,8.07,음치클리닉 (Love Clinique),0,124,"['멜로/로맨스', '코미디']",['2012.11.29'],12세,2012,11
1242,0,0,197,8.63,응징자 (Days of Wrath),0,103,"['액션', '스릴러']",['2013.10.30'],청소년,2013,10
1243,3,155,11,9.18,"의궤, 8일간의 축제 3D",0,73,['다큐멘터리'],['2014.04.17'],전체,2014,4
1244,0,0,230,9.35,의뢰인 (The Client),0,123,"['드라마', '스릴러']",['2011.09.29'],15세,2011,9
1245,0,0,533,9.19,의형제 (Secret Reunion),1,116,"['액션', '드라마']",['2010.02.04'],15세,2010,2
1246,63,317,50,8.94,이것이 우리의 끝이다,0,107,['드라마'],['2014.06.26'],청소년,2014,6
1247,0,0,672,8.99,이끼 (Moss),1,163,"['드라마', '범죄']",['2010.07.14'],청소년,2010,7
1248,0,0,11,7.27,"이대근, 이댁은 (Mr. Lee Vs. Mr. Lee)",0,96,"['코미디', '드라마']",['2007.05.01'],전체,2007,5
1249,0,0,105,7.3,"이대로, 죽을 순 없다 (Short Time)",0,106,"['코미디', '액션']",['2005.08.18'],12세,2005,8
1250,0,0,19,8.68,이리,0,108,['드라마'],['2008.11.13'],청소년,2008,11
1251,7,79,20,8.7,이바라키의 여름 (Summer of Ibaraki),0,96,"['드라마', '다큐멘터리']",[],,0,0
1252,0,0,55,8.47,이별계약 (分手合?),0,103,"['드라마', '멜로/로맨스', '']",['2013.06.20'],12세,2013,6
1253,18,164,28,9.81,이쁜 것들이 되어라,0,99,"['멜로/로맨스', '코미디']",['2014.04.17'],15세,2014,4
1254,15,88,20,9.55,이수아 (LEE Su-a),0,105,['드라마'],['2017.11.29'],청소년,2017,11
