,글쎄요,보고싶어요,참여인원,평점,title,y,런타임,장르,개봉일,등급,개봉년도,개봉월
836,0,0,33,10.0,서태지 모아이 : 더 필름 (SEOTAIJI MOAI : THE FILM),0,80,['다큐멘터리'],['2011.08.26'],전체,2011,8
837,0,0,230,10.0,서태지밴드 라이브 투어 더 뫼비우스 (2009 Seotaiji Band Live Tour),0,87,['공연실황'],['2010.05.21'],전체,2010,5
838,0,251,33,10.0,서태지밴드 콘서트투어 '콰이어트나이트',0,122,['공연실황'],['2015.11.26'],전체,2015,11
839,343,1987,144,8.83,석조저택 살인사건 (The Tooth and the Nail),1,109,"['스릴러', '서스펜스']",['2017.05.09'],15세,2017,5
840,45,122,41,5.88,선 섹스 후 사랑,0,97,['멜로/로맨스'],['2017.08.03'],청소년,2017,8
841,21,113,14,7.57,선지자의 밤 (The Night of the Prophet),0,82,[''],['2015.09.10'],청소년,2015,9
842,251,613,135,6.52,설계,0,96,['스릴러'],['2014.09.18'],청소년,2014,9
843,0,0,4337,8.17,설국열차 (Snowpiercer),1,125,"['SF', '액션', '드라마']",['2013.08.01'],15세,2013,8
844,0,0,27,8.86,설인 (WHEN WINTER SCREAMS),0,91,"['판타지', '스릴러']",['2013.03.14'],청소년,2013,3
845,45,181,20,8.0,설지 (Sunshine),0,97,['드라마'],['2015.11.26'],12세,2015,11
846,368,1975,159,9.13,설해 (雪海),1,108,['멜로/로맨스'],['2015.01.08'],12세,2015,1
847,98,630,30,9.73,설행_눈길을 걷다 (Snow Paths),0,98,['드라마'],['2016.03.03'],15세,2016,3
848,438,3868,553,9.39,섬. 사라진 사람들 (No Tomorrow),1,88,['스릴러'],['2016.03.03'],15세,2016,3
849,470,2973,252,7.91,성난 변호사 (The Advocate : A missing body),0,117,"['범죄', '액션']",['2015.10.08'],15세,2015,10
850,67,205,25,7.04,성난 화가 (Angry Painter),0,105,"['액션', '스릴러']",['2015.06.18'],청소년,2015,6
851,0,0,37,3.42,성냥팔이 소녀의 재림 (Resurrection Of The Little Match Girl),0,125,"['액션', '판타지', 'SF', '모험']",['2002.09.13'],15세,2002,9
852,365,1727,92,8.83,성실한 나라의 앨리스 (Alice In Earnestland),0,90,['드라마'],['2015.08.13'],청소년,2015,8
853,24,189,57,9.7,세계일주,0,91,"['모험', '코미디', '드라마']",['2015.03.26'],12세,2015,3
854,0,0,10,7.8,세번째 시선 (If You Were Me 3),0,106,[''],['2006.11.23'],,2006,11
855,124,388,58,8.31,세상끝의 사랑 (Love At The End of The World),0,100,['멜로/로맨스'],['2015.11.12'],청소년,2015,11
856,0,0,156,9.83,세상에서 가장 아름다운 이별 (The Most Beautiful Goodbye),1,125,"['드라마', '가족']",['2011.04.20'],15세,2011,4
857,12,257,17,9.29,세상의 끝에서 커피 한 잔,0,119,"['드라마', '', '']",['2015.11.05'],12세,2015,11
858,178,370,41,8.66,세이프 (Safe),0,13,"['스릴러', '드라마']",[],,0,0
859,46,114,13,7.38,섹스가 다이어트에 미치는 영향,0,90,"['멜로/로맨스', '코미디']",['2016.12.12'],청소년,2016,12
860,46,296,10,7.7,섹스킹 (Sexking),0,33,[''],[],,0,0
861,8,124,38,8.92,셔틀콕 (Shuttlecock),0,100,"['미스터리', '멜로/로맨스']",['2014.04.24'],15세,2014,4
862,12,145,32,9.41,션샤인 러브 (Sunshine Love),0,84,"['판타지', '멜로/로맨스', '코미디']",['2015.09.17'],12세,2015,9
863,4,21,25,9.8,소굴 (The Hideout),0,29,"['드라마', '스릴러']",[],,0,0
864,32,538,107,9.28,소나기 (The Shower),0,48,['애니메이션'],['2017.08.31'],전체,2017,8
865,0,0,102,7.25,소녀X소녀 (Girl by Girl),0,80,"['드라마', '코미디']",['2007.01.25'],12세,2007,1
866,364,3750,182,7.47,소녀괴담 (Mourning Grave),0,90,"['공포', '스릴러']",['2014.07.02'],15세,2014,7
867,8,148,10,9.8,소녀와 여자 (Where am I? Beyond Girl and Woman),0,95,['다큐멘터리'],['2016.06.16'],15세,2016,6
868,161,756,19,8.89,소녀의 세계 (Fantasy of the Girls),0,109,['멜로/로맨스'],[],,0,0
869,38,1090,1013,9.95,소녀이야기 (Herstory),0,11,['애니메이션'],[],15세,0,0
870,11,89,20,6.1,소년 이야기 (Boy Story),0,83,['드라마'],[],청소년,0,0
871,0,0,58,8.81,"소년, 천국에 가다 (A Boy Who Went To Heaven)",0,114,"['판타지', '드라마', '멜로/로맨스']",['2005.11.11'],12세,2005,11
872,1,22,14,7.64,소년과 양 (Two Boys and a Sheep),0,18,"['드라마', '멜로/로맨스']",[],,0,0
873,43,606,67,9.63,소리굽쇠 (Tuning Fork),0,105,"['드라마', '가족']",['2014.10.30'],15세,2014,10
874,0,0,21,9.57,소명 2 - 모겐족의 월드컵,0,92,['다큐멘터리'],['2010.04.01'],전체,2010,4
875,0,0,18,10.0,소명 3 - 히말라야의 슈바이처,0,80,['다큐멘터리'],['2011.04.07'],전체,2011,4
876,0,0,22,8.68,소명 하늘의 별,0,75,['다큐멘터리'],['2013.03.21'],12세,2013,3
877,0,0,14,8.93,"소설, 영화와 만나다 (Short! Short! Short! 2013)",0,104,['드라마'],['2013.11.21'],청소년,2013,11
878,413,5302,86,9.4,소셜포비아 (Socialphobia),0,102,"['스릴러', '드라마']",['2015.03.12'],15세,2015,3
879,771,5222,1146,6.95,소수의견 (Minority Opinion),1,126,['드라마'],['2015.06.24'],15세,2015,6
880,58,164,17,7.12,소시민 (Ordinary People),0,117,['드라마'],['2017.01.12'],15세,2017,1
881,0,0,34,8.18,소와 함께 여행하는 법 (Rolling Home With A Bull),0,108,['드라마'],['2010.11.03'],15세,2010,11
882,0,0,147,5.98,소원택시 (Secret travel),0,117,"['드라마', '코미디']",['2013.10.24'],청소년,2013,10
883,0,13,322,9.31,소이연(所以然) (Soeyoun - The Substance of Earth),0,10,['애니메이션'],[],,0,0
884,0,0,228,9.07,소중한 날의 꿈 (Green Days),1,98,['애니메이션'],['2011.06.23'],전체,2011,6
885,36,119,14,9.43,소통과 거짓말 (Communication & Lies),0,103,['드라마'],['2017.11.09'],청소년,2017,11
886,10,64,29,7.24,속사정,0,88,['스릴러'],['2017.05.18'],청소년,2017,5
887,1337,7780,259,8.44,손님 (The Piper),0,107,"['판타지', '공포']",['2015.07.09'],15세,2015,7
888,0,0,98,9.36,"손님1 첫번째 이야기 (Guest 1, The first story)",0,81,"['공포', '스릴러']",['2011.11.17'],청소년,2011,11
889,0,0,125,8.5,손님은 왕이다 (The Customer Is Always Right),0,104,['스릴러'],['2006.02.23'],청소년,2006,2
890,5,11,21,8.33,송한나 (Hanna Song),0,18,['드라마'],[],12세,0,0
891,87,1187,368,9.55,쇠파리 (Biting Fly),0,111,"['범죄', '드라마']",['2017.05.25'],15세,2017,5
892,0,0,138,2.23,수목장,0,100,"['공포', '멜로/로맨스']",['2012.11.15'],청소년,2012,11
893,0,0,294,9.45,수상한 고객들 (Suspicious Customers),0,124,"['코미디', '드라마']",['2011.04.14'],15세,2011,4
894,0,0,1485,9.54,수상한 그녀 (Miss Granny),1,124,"['코미디', '드라마']",['2014.01.22'],15세,2014,1
895,176,445,52,6.65,수상한 미용실,0,84,['멜로/로맨스'],[],청소년,0,0
896,67,272,44,7.93,수상한 언니들 (Summer of Director Oh),0,98,"['드라마', '코미디']",[],청소년,0,0
897,54,223,31,9.61,수색역 (Su saek),0,112,"['드라마', '액션']",['2016.03.31'],청소년,2016,3
898,1436,7092,293,8.89,순수의 시대 (Empire of Lust),0,113,['드라마'],['2015.03.05'],청소년,2015,3
899,2517,31698,1098,9.3,순정 (UNFORGETTABLE),1,113,['드라마'],['2016.02.24'],12세,2016,2
900,0,0,535,9.24,순정만화 (Hello Schoolgirl),0,113,"['멜로/로맨스', '코미디']",['2008.11.27'],12세,2008,11
901,44,665,23,9.48,순종 (Obedience),0,88,"['드라마', '다큐멘터리']",['2016.11.17'],전체,2016,11
902,31,275,22,8.73,순천 (Splendid but Sad Days),0,64,['다큐멘터리'],['2014.09.04'],전체,2014,9
903,41,247,47,9.2,숫호구 (Super Virgin),0,80,['코미디'],['2014.08.07'],청소년,2014,8
904,0,0,70,5.33,쉿! 그녀에겐 비밀이에요 (Secret To Her),0,89,"['드라마', '멜로/로맨스', '코미디']",['2008.09.04'],12세,2008,9
905,34,484,120,9.5,슈팅걸스 (Shooting Girls),0,121,['가족'],[],12세,0,0
906,80,587,278,9.5,슈퍼 빼꼼: 스파이 대작전,0,77,"['애니메이션', '코미디']",['2017.05.03'],전체,2017,5
907,79,708,512,9.43,슈퍼 프렌즈 (Bling),0,82,['애니메이션'],['2016.08.10'],전체,2016,8
908,0,0,280,8.7,슈퍼맨이었던 사나이 (A Man Who Was Superman),0,102,"['코미디', '드라마']",['2008.01.31'],전체,2008,1
909,0,0,113,9.57,슈퍼쇼3 3D,0,0,['공연실황'],['2011.02.24'],전체,2011,2
910,0,0,136,6.51,슈퍼쇼4 3D (SUPER SHOW 4),0,96,['공연실황'],['2013.08.08'],전체,2013,8
911,0,0,18,8.71,슈퍼스타 (Super Star),0,94,"['코미디', '드라마']",['2012.06.07'],15세,2012,6
912,0,0,27,8.7,슈퍼스타 감사용 (Mr. Gam's Victory),0,115,"['드라마', '코미디']",['2004.09.17'],전체,2004,9
913,0,0,18,9.11,슈퍼피쉬 - 끝없는 여정,0,77,['다큐멘터리'],['2013.07.11'],전체,2013,7
914,1,8,23,9.78,스끼다시 내 인생 (Crispy Chicken),0,23,['드라마'],[],,0,0
915,2121,27413,816,9.04,스물 (Twenty),1,115,"['코미디', '드라마']",['2015.03.25'],15세,2015,3
916,27,82,18,5.28,스와핑 : 친구의 아내,0,80,['멜로/로맨스'],['2016.11.15'],청소년,2016,11
917,41,121,13,7.69,스와핑 하던 날,0,81,['멜로/로맨스'],['2017.01.10'],청소년,2017,1
918,33,329,209,8.72,스톤 (The Stone),1,109,"['드라마', '액션']",['2014.06.12'],15세,2014,6
919,25,204,30,8.0,스톱 (STOP),0,85,['드라마'],['2016.12.08'],15세,2016,12
920,40,210,21,9.57,스틸 플라워 (Steel flower),0,83,['드라마'],['2016.04.07'],15세,2016,4
921,0,0,26,9.04,스페어 (Spare),0,98,['액션'],['2008.08.28'],15세,2008,8
922,237,1700,394,9.48,스플릿 (Split),0,121,['드라마'],['2016.11.09'],15세,2016,11
923,178,585,62,7.87,스피드 (Speed),0,108,['드라마'],['2015.10.22'],청소년,2015,10
924,30,172,25,6.68,슬기로운 해법 (Sage Solutions),0,94,['다큐멘터리'],['2014.05.15'],12세,2014,5
925,962,8508,993,9.07,슬로우 비디오 (Slow Video),1,106,['드라마'],['2014.10.02'],12세,2014,10
926,0,0,179,7.75,슬픔보다 더 슬픈 이야기 (More Than Blue),0,105,"['멜로/로맨스', '드라마']",['2009.03.11'],15세,2009,3
927,396,1987,865,9.01,시간위의 집 (House of the Disappeared),1,100,"['미스터리', '스릴러']",['2017.04.05'],15세,2017,4
928,0,0,47,9.15,시간의 춤 (Dance Of Time),0,92,"['다큐멘터리', '가족']",['2009.12.03'],전체,2009,12
929,738,7164,377,8.94,시간이탈자 (Time Renegades),1,107,['스릴러'],['2016.04.13'],15세,2016,4
930,11,171,21,8.86,시나리오 가이드 (Understanding Movies),0,25,['스릴러'],[],,0,0
931,0,0,545,9.17,시라노; 연애조작단 (Cyrano Agency),1,117,"['멜로/로맨스', '코미디']",['2010.09.16'],12세,2010,9
932,0,0,23,9.26,"시바, 인생을 던져 (SHIVA, Throw Your Life)",0,98,['드라마'],['2013.12.19'],15세,2013,12
933,156,383,52,6.87,"시발, 놈: 인류의 시작 (SUPER ORIGIN)",0,71,"['코미디', '드라마']",['2016.08.18'],15세,2016,8
934,0,0,112,9.71,시선 1318 (If You Were Me 4),0,122,['드라마'],['2009.06.11'],12세,2009,6
935,49,392,25,9.36,시인의 사랑 (The Poet and The Boy),0,109,['드라마'],['2017.09.14'],15세,2017,9
936,0,0,144,8.55,시체가 돌아왔다 (Over My Dead Body),1,110,"['범죄', '코미디']",['2012.03.29'],15세,2012,3
937,0,0,658,8.97,식객 (Le Grand Chef),1,113,"['드라마', '코미디']",['2007.11.01'],12세,2007,11
938,0,0,270,8.59,식객: 김치전쟁,0,119,['드라마'],['2010.01.28'],전체,2010,1
939,7734,57194,4184,8.03,신과함께-죄와 벌 (Along With the Gods: The Two Worlds),1,139,"['판타지', '드라마']",['2017.12.20'],12세,2017,12
940,0,0,243,8.9,신기전 (神機箭),1,134,"['드라마', '액션', '전쟁']",['2008.09.04'],15세,2008,9
941,0,0,584,8.99,신세계 (New World),1,134,"['범죄', '드라마']",['2013.02.21'],청소년,2013,2
942,0,0,13,7.69,신암행어사 (新暗行御史),0,86,"['애니메이션', 'SF', '모험', '판타지']",['2004.11.26'],15세,2004,11
943,15,45,25,7.32,신어우동,0,93,['멜로/로맨스'],[],청소년,0,0
944,27,124,22,8.95,신의 선물 (Godsend),0,95,[''],['2014.04.10'],청소년,2014,4
945,2,21,16,9.19,신의 아이들 (Children Of God),0,90,['다큐멘터리'],[],,0,0
946,365,2407,494,8.82,신의 한 수 (The Divine Move),1,118,"['범죄', '액션']",['2014.07.03'],청소년,2014,7
947,0,0,1537,8.82,신이 보낸 사람 (APOSTLE),1,112,['드라마'],['2014.02.13'],15세,2014,2
948,169,659,78,7.82,신촌좀비만화 (MAD SAD BAD),0,116,[''],['2014.05.15'],청소년,2014,5
949,29,1309,51,9.82,신화 라이브 3D 더 레전드 컨티뉴스,0,90,['공연실황'],['2014.12.11'],전체,2014,12
950,0,0,29,7.68,실미도 (Silmido),0,135,"['전쟁', '스릴러', '드라마', '액션']",['2003.12.24'],15세,2003,12
951,108,386,43,6.91,실종2,0,89,['스릴러'],['2017.11.30'],청소년,2017,11
952,0,0,150,9.41,심야의 FM (Midnight F.M.),0,106,"['스릴러', '범죄']",['2010.10.14'],청소년,2010,10
953,0,0,13,8.54,심장이 뛰네 (My Heart Beats),0,105,['드라마'],['2011.07.28'],청소년,2011,7
954,0,0,280,9.12,심장이 뛴다 (Heartbeat),0,114,['드라마'],['2011.01.05'],15세,2011,1
955,63,119,24,5.62,심청야사,0,94,"['멜로/로맨스', '코미디']",[],청소년,0,0
956,85,239,17,8.35,십이야 : 깊고 붉은 열두 개의 밤 Chapter 1 (十二夜),0,73,"['공포', '스릴러']",['2015.07.22'],15세,2015,7
957,916,3838,348,8.57,싱글라이더 (A single rider),0,97,['드라마'],['2017.02.22'],15세,2017,2
958,0,0,151,8.93,싸이보그 그녀 (僕の彼女はサイボ-グ),0,103,"['멜로/로맨스', '코미디', 'SF']",['2009.05.14'],12세,2009,5
959,0,0,992,7.73,싸이보그지만 괜찮아 (I'm A Cyborg But That's OK),0,105,"['드라마', '멜로/로맨스', '코미디']",['2006.12.07'],12세,2006,12
960,0,0,380,9.13,쌍화점,1,133,['드라마'],['2008.12.30'],청소년,2008,12
961,0,0,514,9.0,써니 (Sunny),1,124,"['코미디', '드라마']","['2011.07.28', '2011.05.04']",15세,2011,7
962,0,0,180,5.19,썬데이 서울 (Sunday Seoul),0,95,"['코미디', 'SF', '판타지']",['2006.02.09'],15세,2006,2
963,29,71,23,5.48,"썸, 은밀한 이야기",0,80,"['드라마', '코미디']",[],청소년,0,0
964,24436,12076,7982,2.95,쎄시봉 (C'est Si Bon),0,122,"['멜로/로맨스', '드라마']",['2015.02.05'],15세,2015,2
965,0,0,110,8.03,쏜다 (Big Bang),0,118,"['코미디', '액션', '드라마', '모험']",['2007.03.14'],15세,2007,3
966,890,2529,248,7.29,쓰리 썸머 나잇 (Three Summer Night),0,106,['코미디'],['2015.07.15'],청소년,2015,7
967,16,33,20,9.55,"씨, 베토벤 (See, Beethoven)",0,90,['드라마'],['2014.03.27'],15세,2014,3
968,3963,21671,441,7.9,아가씨 (The Handmaiden),1,144,"['스릴러', '드라마']",['2016.06.01'],청소년,2016,6
969,70,440,21,8.71,아기와 나 (Baby Beside Me),0,113,['드라마'],['2017.11.23'],15세,2017,11
970,0,0,128,7.98,아내가 결혼했다 (My Wife Got Married),1,119,"['멜로/로맨스', '드라마']",['2008.10.23'],청소년,2008,10
971,14,47,17,7.0,아내를 바꾸다,0,87,['멜로/로맨스'],[],청소년,0,0
972,25,97,37,7.59,아내의 동창회,0,86,['멜로/로맨스'],[],청소년,0,0
973,58,207,42,5.33,아내의 사정,0,79,['멜로/로맨스'],[],청소년,0,0
974,0,0,13,7.85,아내의 애인을 만나다 (Driving With My Wife's Lover),0,90,"['코미디', '드라마']",['2007.04.26'],청소년,2007,4
975,19,57,23,7.87,아내의동영상,0,76,['멜로/로맨스'],[],청소년,0,0
976,0,0,62,8.72,아는 여자 (Someone Special),0,107,['코미디'],['2004.06.25'],15세,2004,6
977,23,420,26,9.58,아들에게 가는 길 (Agagil (Journey to my boy)),0,100,"['드라마', '가족']",['2017.11.30'],전체,2017,11
978,0,0,121,8.61,아랑 (Arang),0,97,['공포'],['2006.06.28'],15세,2006,6
979,6,12,16,3.88,아름다운 엄마,0,71,[''],[],,0,0
980,0,0,11,9.91,아름다운 유산,0,104,['드라마'],['2011.04.14'],전체,2011,4
981,0,0,17,9.76,아름다운 이별은 없다,0,90,"['공포', '스릴러']",['2013.08.22'],청소년,2013,8
982,0,0,11,8.27,아름답다 (Beautiful),0,87,['드라마'],['2008.02.14'],청소년,2008,2
983,0,0,203,9.67,아마존의 눈물,0,88,['다큐멘터리'],['2010.03.25'],15세,2010,3
984,0,0,25,7.56,아버지는 개다 (Father Is A Dog),0,97,['드라마'],['2012.04.26'],청소년,2012,4
985,0,0,40,9.05,"아버지와 마리와 나 (Like Father, Like Son)",0,110,['드라마'],['2008.06.12'],청소년,2008,6
986,8,163,32,9.31,아버지의 이메일 (My Father's Emails),0,90,"['다큐멘터리', '가족']",['2014.04.24'],12세,2014,4
987,0,0,91,8.19,아부의 왕 (Mr. Xxx-kisser),0,118,['코미디'],['2012.06.21'],15세,2012,6
988,0,0,30,9.6,아부지,0,100,['드라마'],['2009.07.16'],12세,2009,7
989,0,0,149,8.93,아빠가 여자를 좋아해,0,113,"['멜로/로맨스', '코미디']",['2010.01.14'],12세,2010,1
990,2,16,561,9.66,아빠가 필요해 (Wolf Daddy),0,10,"['가족', '판타지', '애니메이션']",[],전체,0,0
991,513,5211,1102,9.09,"아빠는 딸 (Daddy You, Daughter Me)",0,115,"['코미디', '드라마']",['2017.04.12'],12세,2017,4
992,442,3445,491,9.37,아빠를 빌려드립니다,1,112,['드라마'],['2014.11.20'],12세,2014,11
993,15,46,10,7.1,아빠친구 (Dad Friend),0,75,['멜로/로맨스'],['2016.08.18'],청소년,2016,8
994,4276,28898,695,8.32,아수라 (阿修羅),1,132,"['범죄', '액션']",['2016.09.28'],청소년,2016,9
995,0,0,51,7.82,아유레디? (ARE YOU READY?),0,87,['다큐멘터리'],['2013.09.26'],12세,2013,9
996,467,6377,458,9.31,아이 캔 스피크 (i Can Speak),1,119,['드라마'],['2017.09.21'],12세,2017,9
997,18,34,14,2.14,아이돌 섹스 스캔들,0,60,['멜로/로맨스'],[],청소년,0,0
998,0,0,585,9.35,아이들... (Children...),1,132,['범죄'],['2011.02.17'],15세,2011,2
999,0,0,172,8.51,아이스케키 (Ice Bar),0,95,"['가족', '드라마']",['2006.08.24'],전체,2006,8
1000,3,120,10,9.8,아이엠호프맨 (I Am Hopeman),0,77,['다큐멘터리'],['2017.11.16'],,2017,11
1001,156,362,14,8.29,아일랜드 - 시간을 훔치는 섬 (Island),0,107,"['미스터리', '스릴러']",['2015.11.26'],15세,2015,11
1002,0,0,57,9.58,아주 특별한 손님 (Ad-Lib Night),0,99,['드라마'],['2006.11.30'],12세,2006,11
1003,0,0,131,8.5,아치와 씨팍 (Aachi & Ssipak),0,90,"['애니메이션', '코미디']",['2006.06.28'],청소년,2006,6
1004,50,354,10,9.0,아카이브의 유령들 (Phantoms of the Archive),0,33,['드라마'],[],,0,0
1005,0,0,267,8.69,아티스트 봉만대 (Playboy BONG),1,101,['코미디'],['2013.08.29'],청소년,2013,8
1006,74,816,37,9.32,아티스트: 다시 태어나다 (The Artist: Reborn),0,96,['드라마'],['2017.03.09'],15세,2017,3
1007,0,0,39,8.9,아홉살 인생 (When I Turned Nine),0,105,['드라마'],['2004.03.26'],전체,2004,3
1008,905,3562,274,7.46,악녀 (The Villainess),0,123,['액션'],['2017.06.08'],청소년,2017,6
1009,10,100,10,9.9,악사들 (Highway Stars),0,86,"['드라마', '다큐멘터리']",['2014.12.04'],15세,2014,12
1010,582,5113,235,8.45,악의 연대기 (The Chronicles of Evil),1,102,"['범죄', '스릴러']",['2015.05.14'],15세,2015,5
1011,0,0,26,8.96,악인은 너무 많다 (Too Many Villains),0,75,['느와르'],['2011.12.15'],청소년,2011,12
1012,36,142,26,8.96,악인은 살아 있다 (Bad Man),0,91,['스릴러'],['2015.07.16'],청소년,2015,7
1013,3,53,26,9.91,안녕 자지,0,6,[''],[],,0,0
1014,87,272,230,9.04,"안녕, 전우치! 도술로봇대결전 (Hello, Jeonwoochi! The Robot Armageddon)",1,88,['애니메이션'],['2015.10.08'],전체,2015,10
1015,0,0,14,8.79,"안녕, 하세요!",0,91,['다큐멘터리'],['2012.05.24'],,2012,5
1016,0,0,104,8.78,"안녕, 형아 (Hello Brother)",1,95,"['드라마', '가족']",['2005.05.27'],전체,2005,5
1017,0,0,40,8.82,안녕?! 오케스트라 (Hello?! Orchestra),0,85,['다큐멘터리'],['2013.11.28'],전체,2013,11
1018,0,0,26,8.81,알 포인트 (R-Point),0,106,"['공포', '미스터리', '액션', '전쟁']",['2004.08.20'],15세,2004,8
1019,0,0,746,8.97,알투비:리턴투베이스 (R2B: Return to Base),1,113,"['액션', '드라마']",['2012.08.15'],15세,2012,8
1020,3541,20846,917,8.31,암살 (Assassination),1,139,"['액션', '드라마']",['2015.07.22'],15세,2015,7
1021,0,0,10,7.6,애니멀 타운 (Animal Town),0,97,['드라마'],['2011.03.10'],청소년,2011,3
1022,6,43,12,9.33,애드벌룬 (See You Tomorrow),0,24,['드라마'],[],,0,0
1023,114,215,23,4.39,애마부인2016,0,89,[''],[],청소년,0,0
1024,22,78,23,9.52,애비 (Twisted Daddy),0,103,['드라마'],['2016.05.12'],청소년,2016,5
1025,0,0,186,9.26,애자 (Goodbye Mom),1,110,"['드라마', '코미디']",['2009.09.09'],15세,2009,9
1026,0,0,146,7.77,애정결핍이 두 남자에게 미치는 영향 (How The Lack Of Love Affects Two Men),0,110,['코미디'],['2006.11.16'],15세,2006,11
1027,6,19,13,8.46,애정소년 잔혹사,0,84,[''],['2017.10.27'],청소년,2017,10
1028,204,2178,137,9.47,앨리스 : 원더랜드에서 온 소년 (Boy from Wonderland),1,115,"['판타지', '공포', '멜로/로맨스']",['2015.12.10'],15세,2015,12
1029,0,0,30,9.3,"앵두야, 연애하자",0,98,['드라마'],['2013.06.06'],15세,2013,6
1030,54,377,36,7.94,야간비행 (Night Flight),0,134,['드라마'],['2014.08.28'],청소년,2014,8
1031,0,0,527,4.45,야관문: 욕망의 꽃 (Door to the Night),0,95,"['미스터리', '멜로/로맨스']",['2013.11.07'],청소년,2013,11
1032,6,109,23,8.43,야근 대신 뜨개질 (The Knitting Club),0,98,['다큐멘터리'],['2016.11.17'],12세,2016,11
1033,16,65,10,7.9,야누스: 욕망의 두 얼굴,0,83,"['미스터리', '멜로/로맨스']",['2014.08.14'],청소년,2014,8
1034,274,286,39,4.0,야동보기 좋은 날 (Good day for watching porn),0,88,"['코미디', '드라마', '판타지']",['2016.08.08'],15세,2016,8
1035,0,0,564,8.23,야수 (Running Wild),1,124,"['액션', '느와르']",['2006.01.12'],청소년,2006,1
1036,0,0,140,8.56,야수와 미녀 (The Beast And The Beauty),0,101,"['멜로/로맨스', '코미디']",['2005.10.27'],12세,2005,10
1037,30,47,11,2.55,야한누나들,0,80,[''],['2016.02.11'],청소년,2016,2
1038,0,0,26,8.81,약수터 부르스 (Spring Blues),0,119,"['드라마', '코미디', '액션']",['2009.11.26'],15세,2009,11
1039,267,1262,178,8.26,약장수 (Clown of a Salesman),0,104,['드라마'],['2015.04.23'],15세,2015,4
1040,59,635,51,9.16,양치기들 (The Boys Who Cried Wolf),0,80,"['드라마', '범죄', '스릴러']",['2016.06.02'],청소년,2016,6
1041,0,0,46,7.43,어깨너머의 연인 (Love Exposure),0,100,"['멜로/로맨스', '코미디']",['2007.10.18'],청소년,2007,10
1042,18,105,25,8.64,어느 여름날 밤에 (One Summer Night),0,97,['드라마'],['2017.04.06'],청소년,2017,4
1043,1139,3837,173,9.2,어느날 (Oneday),1,114,[''],['2017.04.05'],15세,2017,4
1044,0,0,38,7.84,어느날 갑자기 네번째 이야기 - 죽음의 숲 (Dark Forest),0,98,['공포'],['2006.08.17'],청소년,2006,8
1045,0,0,16,7.5,어느날 갑자기 두번째 이야기 - 네번째 층 (Forbidden Floor),0,92,['공포'],['2006.07.27'],15세,2006,7
1046,0,0,10,8.0,어느날 갑자기 세번째 이야기 - D-day,0,92,['공포'],['2006.08.03'],15세,2006,8
1047,0,0,29,7.34,어느날 갑자기 첫번째 이야기 - 2월 29일 (February 29),0,91,['공포'],['2006.07.21'],15세,2006,7
1048,0,0,11,8.82,어느날 그 길에서 (One Day on the Road),0,97,['다큐멘터리'],['2008.03.27'],전체,2008,3
1049,0,0,49,9.79,어디로 갈까요?,0,97,['멜로/로맨스'],['2013.05.16'],청소년,2013,5
1050,59,117,19,6.63,어떤 가족,0,80,[''],[],12세,0,0
1051,0,0,18,9.11,어떤 시선 (If You Were Me 6),0,109,['드라마'],['2013.10.24'],12세,2013,10
1052,0,0,30,9.0,어떤방문 : 디지털삼인삼색2009,0,110,['드라마'],['2009.11.12'],청소년,2009,11
1053,151,758,89,8.62,어떤살인 (The Lost Choices),0,107,"['범죄', '스릴러']",['2015.10.28'],청소년,2015,10
1054,25,719,28,8.89,어떤이의 꿈 (Life is but an empty dream),1,72,['드라마'],['2015.11.26'],12세,2015,11
1055,0,0,15,8.0,어린 신부 (My Little Bride),0,115,"['멜로/로맨스', '코미디']",['2004.04.02'],12세,2004,4
1056,0,0,27,7.59,어머니는 죽지 않는다 (Mother),0,92,['드라마'],['2007.09.12'],전체,2007,9
1057,1000,1405,126,6.01,어우동: 주인 없는 꽃 (Lost Flower Eo Woo-dong),0,101,['멜로/로맨스'],['2015.01.29'],청소년,2015,1
1058,0,0,297,9.58,어쿠스틱 (Acoustic),0,88,['드라마'],['2010.10.28'],12세,2010,10
1059,0,0,120,5.62,언니가 간다 (Project Makeover),0,112,"['멜로/로맨스', '코미디', 'SF']",['2007.01.04'],12세,2007,1
1060,0,0,40,4.6,엄마는 창녀다 (Mother Is A Whore),0,96,['드라마'],['2011.03.31'],청소년,2011,3
1061,20,104,15,9.4,엄마없는 하늘아래,0,126,"['가족', '드라마']",[],12세,0,0
1062,35,216,40,8.18,엄마의 공책 (Notebook from My Mother),0,103,"['드라마', '가족']",[],,0,0
1063,20,71,20,7.25,엄마의 남자,0,81,[''],[],청소년,0,0
1064,6,25,14,8.71,엄마의 직업,0,79,"['드라마', '멜로/로맨스']",['2017.07.20'],청소년,2017,7
1065,523,1322,129,7.76,엄마친구,0,82,['멜로/로맨스'],[],청소년,0,0
1066,41,151,47,7.4,엄마친구 3,0,81,['멜로/로맨스'],['2017.03.30'],청소년,2017,3
1067,40,180,35,8.26,엄마친구2,0,91,['멜로/로맨스'],['2016.09.01'],청소년,2016,9
1068,42,52,29,5.48,없던 일,0,84,[''],[],청소년,0,0
1069,0,0,13,8.08,에일리언 비키니 (Invasion of Alien Bikini),0,75,"['SF', '코미디', '액션']",['2011.08.25'],청소년,2011,8
