,Unnamed: 0,Unnamed: 0.1,글쎄요,보고싶어요,참여인원,평점,title,y,런타임,장르,개봉일,등급,개봉년도,개봉월
1016,1016,1016,3,53,26,9.91,안녕 자지,0,6,[''],[],,0,0
1017,1017,1017,87,272,230,9.04,"안녕, 전우치! 도술로봇대결전 (Hello, Jeonwoochi! The Robot Armageddon)",1,88,['애니메이션'],['2015.10.08'],전체,2015,10
1018,1018,1018,0,0,14,8.79,"안녕, 하세요!",0,91,['다큐멘터리'],['2012.05.24'],,2012,5
1019,1019,1019,0,0,104,8.78,"안녕, 형아 (Hello Brother)",1,95,"['드라마', '가족']",['2005.05.27'],전체,2005,5
1020,1020,1020,0,0,40,8.82,안녕?! 오케스트라 (Hello?! Orchestra),0,85,['다큐멘터리'],['2013.11.28'],전체,2013,11
1021,1021,1021,0,0,26,8.81,알 포인트 (R-Point),0,106,"['공포', '미스터리', '액션', '전쟁']",['2004.08.20'],15세,2004,8
1022,1022,1022,0,0,746,8.97,알투비:리턴투베이스 (R2B: Return to Base),1,113,"['액션', '드라마']",['2012.08.15'],15세,2012,8
1023,1023,1023,3541,20846,917,8.31,암살 (Assassination),1,139,"['액션', '드라마']",['2015.07.22'],15세,2015,7
1024,1024,1024,0,0,10,7.6,애니멀 타운 (Animal Town),0,97,['드라마'],['2011.03.10'],청소년,2011,3
1025,1025,1025,6,43,12,9.33,애드벌룬 (See You Tomorrow),0,24,['드라마'],[],,0,0
1026,1026,1026,114,215,23,4.39,애마부인2016,0,89,[''],[],청소년,0,0
1027,1027,1027,22,78,23,9.52,애비 (Twisted Daddy),0,103,['드라마'],['2016.05.12'],청소년,2016,5
1028,1028,1028,0,0,186,9.26,애자 (Goodbye Mom),1,110,"['드라마', '코미디']",['2009.09.09'],15세,2009,9
1029,1029,1029,0,0,146,7.77,애정결핍이 두 남자에게 미치는 영향 (How The Lack Of Love Affects Two Men),0,110,['코미디'],['2006.11.16'],15세,2006,11
1030,1030,1030,6,19,13,8.46,애정소년 잔혹사,0,84,[''],['2017.10.27'],청소년,2017,10
1031,1031,1031,204,2178,137,9.47,앨리스 : 원더랜드에서 온 소년 (Boy from Wonderland),1,115,"['판타지', '공포', '멜로/로맨스']",['2015.12.10'],15세,2015,12
1032,1032,1032,0,0,30,9.3,"앵두야, 연애하자",0,98,['드라마'],['2013.06.06'],15세,2013,6
1033,1033,1033,54,377,36,7.94,야간비행 (Night Flight),0,134,['드라마'],['2014.08.28'],청소년,2014,8
1034,1034,1034,0,0,527,4.45,야관문: 욕망의 꽃 (Door to the Night),0,95,"['미스터리', '멜로/로맨스']",['2013.11.07'],청소년,2013,11
1035,1035,1035,6,109,23,8.43,야근 대신 뜨개질 (The Knitting Club),0,98,['다큐멘터리'],['2016.11.17'],12세,2016,11
1036,1036,1036,16,65,10,7.9,야누스: 욕망의 두 얼굴,0,83,"['미스터리', '멜로/로맨스']",['2014.08.14'],청소년,2014,8
1037,1037,1037,274,286,39,4,야동보기 좋은 날 (Good day for watching porn),0,88,"['코미디', '드라마', '판타지']",['2016.08.08'],15세,2016,8
1038,1038,1038,0,0,564,8.23,야수 (Running Wild),1,124,"['액션', '느와르']",['2006.01.12'],청소년,2006,1
1039,1039,1039,0,0,140,8.56,야수와 미녀 (The Beast And The Beauty),0,101,"['멜로/로맨스', '코미디']",['2005.10.27'],12세,2005,10
1040,1040,1040,30,47,11,2.55,야한누나들,0,80,[''],['2016.02.11'],청소년,2016,2
1041,1041,1041,0,0,26,8.81,약수터 부르스 (Spring Blues),0,119,"['드라마', '코미디', '액션']",['2009.11.26'],15세,2009,11
1042,1042,1042,267,1262,178,8.26,약장수 (Clown of a Salesman),0,104,['드라마'],['2015.04.23'],15세,2015,4
1043,1043,1043,59,635,51,9.16,양치기들 (The Boys Who Cried Wolf),0,80,"['드라마', '범죄', '스릴러']",['2016.06.02'],청소년,2016,6
1044,1044,1044,0,0,46,7.43,어깨너머의 연인 (Love Exposure),0,100,"['멜로/로맨스', '코미디']",['2007.10.18'],청소년,2007,10
1045,1045,1045,18,105,25,8.64,어느 여름날 밤에 (One Summer Night),0,97,['드라마'],['2017.04.06'],청소년,2017,4
1046,1046,1046,1139,3837,173,9.2,어느날 (Oneday),1,114,[''],['2017.04.05'],15세,2017,4
1047,1047,1047,0,0,38,7.84,어느날 갑자기 네번째 이야기 - 죽음의 숲 (Dark Forest),0,98,['공포'],['2006.08.17'],청소년,2006,8
1048,1048,1048,0,0,16,7.5,어느날 갑자기 두번째 이야기 - 네번째 층 (Forbidden Floor),0,92,['공포'],['2006.07.27'],15세,2006,7
1049,1049,1049,0,0,10,8,어느날 갑자기 세번째 이야기 - D-day,0,92,['공포'],['2006.08.03'],15세,2006,8
1050,1050,1050,0,0,29,7.34,어느날 갑자기 첫번째 이야기 - 2월 29일 (February 29),0,91,['공포'],['2006.07.21'],15세,2006,7
1051,1051,1051,0,0,11,8.82,어느날 그 길에서 (One Day on the Road),0,97,['다큐멘터리'],['2008.03.27'],전체,2008,3
1052,1052,1052,0,0,49,9.79,어디로 갈까요?,0,97,['멜로/로맨스'],['2013.05.16'],청소년,2013,5
1053,1053,1053,59,117,19,6.63,어떤 가족,0,80,[''],[],12세,0,0
1054,1054,1054,0,0,18,9.11,어떤 시선 (If You Were Me 6),0,109,['드라마'],['2013.10.24'],12세,2013,10
1055,1055,1055,0,0,30,9,어떤방문 : 디지털삼인삼색2009,0,110,['드라마'],['2009.11.12'],청소년,2009,11
1056,1056,1056,151,758,89,8.62,어떤살인 (The Lost Choices),0,107,"['범죄', '스릴러']",['2015.10.28'],청소년,2015,10
1057,1057,1057,25,719,28,8.89,어떤이의 꿈 (Life is but an empty dream),1,72,['드라마'],['2015.11.26'],12세,2015,11
1058,1058,1058,0,0,15,8,어린 신부 (My Little Bride),0,115,"['멜로/로맨스', '코미디']",['2004.04.02'],12세,2004,4
1059,1059,1059,0,0,27,7.59,어머니는 죽지 않는다 (Mother),0,92,['드라마'],['2007.09.12'],전체,2007,9
1060,1060,1060,1000,1405,126,6.01,어우동: 주인 없는 꽃 (Lost Flower Eo Woo-dong),0,101,['멜로/로맨스'],['2015.01.29'],청소년,2015,1
1061,1061,1061,0,0,297,9.58,어쿠스틱 (Acoustic),0,88,['드라마'],['2010.10.28'],12세,2010,10
1062,1062,1062,0,0,120,5.62,언니가 간다 (Project Makeover),0,112,"['멜로/로맨스', '코미디', 'SF']",['2007.01.04'],12세,2007,1
1063,1063,1063,0,0,40,4.6,엄마는 창녀다 (Mother Is A Whore),0,96,['드라마'],['2011.03.31'],청소년,2011,3
1064,1064,1064,20,104,15,9.4,엄마없는 하늘아래,0,126,"['가족', '드라마']",[],12세,0,0
1065,1065,1065,35,216,40,8.18,엄마의 공책 (Notebook from My Mother),0,103,"['드라마', '가족']",[],,0,0
1066,1066,1066,20,71,20,7.25,엄마의 남자,0,81,[''],[],청소년,0,0
1067,1067,1067,6,25,14,8.71,엄마의 직업,0,79,"['드라마', '멜로/로맨스']",['2017.07.20'],청소년,2017,7
1068,1068,1068,523,1322,129,7.76,엄마친구,0,82,['멜로/로맨스'],[],청소년,0,0
1069,1069,1069,41,151,47,7.4,엄마친구 3,0,81,['멜로/로맨스'],['2017.03.30'],청소년,2017,3
1070,1070,1070,40,180,35,8.26,엄마친구2,0,91,['멜로/로맨스'],['2016.09.01'],청소년,2016,9
1071,1071,1071,42,52,29,5.48,없던 일,0,84,[''],[],청소년,0,0
1072,1072,1072,0,0,13,8.08,에일리언 비키니 (Invasion of Alien Bikini),0,75,"['SF', '코미디', '액션']",['2011.08.25'],청소년,2011,8
1073,1073,1073,1,207,43,9.65,"에튀드, 솔로 (ETUDE, SOLO)",0,19,"['드라마', '멜로/로맨스']",[],,0,0
1074,1074,1074,26,108,14,4.64,엔조이닷컴,0,80,"['멜로/로맨스', '드라마']",[],청소년,0,0
1075,1075,1075,35,143,22,9.05,엘 꼰도르 빠사 (El Condor Pasa),0,86,['드라마'],['2016.02.27'],전체,2016,2
1076,1076,1076,0,0,105,6.23,여고괴담 4 - 목소리 (Whispering Corridors 4: Voice),0,104,"['공포', '스릴러']",['2005.07.15'],15세,2005,7
1077,1077,1077,0,0,224,7.77,여고괴담 5,0,88,"['공포', '스릴러', '드라마']",['2009.06.18'],15세,2009,6
1078,1078,1078,0,0,102,3.43,여고생 시집가기 (High School Girl Get Married),0,103,['코미디'],['2004.12.23'],15세,2004,12
1079,1079,1079,985,4208,384,8.77,여교사 (Misbehavior),0,96,"['드라마', '멜로/로맨스', '범죄']",['2017.01.04'],청소년,2017,1
1080,1080,1080,0,0,209,6.32,여교수의 은밀한 매력 (Bewitching Attraction),0,105,['코미디'],['2006.03.16'],청소년,2006,3
1081,1081,1081,0,0,11,9.18,"여름, 속삭임 (Summer Whisper)",0,96,['드라마'],['2008.10.16'],전체,2008,10
1082,1082,1082,10,74,17,9.65,여름이 준 선물 (The Friends),0,104,['드라마'],[],전체,0,0
1083,1083,1083,0,0,58,7.6,여배우는 너무해 (One Thing She Doesn't Have),0,95,"['멜로/로맨스', '코미디']",['2014.02.27'],청소년,2014,2
1084,1084,1084,57,1128,34,9.03,여배우는 오늘도 (The Running Actress),0,71,['드라마'],['2017.09.14'],15세,2017,9
1085,1085,1085,0,0,207,8,여배우들 (Actresses),0,104,['드라마'],['2009.12.10'],12세,2009,12
1086,1086,1086,11,42,22,6.64,여배우와 동거,0,77,['멜로/로맨스'],[],청소년,0,0
1087,1087,1087,17,34,19,6.89,여선생,0,80,['코미디'],[],청소년,0,0
1088,1088,1088,0,0,12,7.92,여선생 VS 여제자 (Lovely Rivals),0,109,"['코미디', '드라마']",['2004.11.17'],15세,2004,11
1089,1089,1089,0,0,53,8.38,여의도 (A Friend in Need),0,87,['드라마'],['2010.12.02'],청소년,2010,12
1090,1090,1090,2,6,10,4.89,여인의 숨결,0,60,"['에로', '드라마']",[],청소년,0,0
1091,1091,1091,35,56,14,4.57,여자 보험왕 : 그녀의 영업비밀,0,73,['멜로/로맨스'],['2017.08.03'],,2017,8
1092,1092,1092,96,170,22,6.23,여자 전쟁: 도기의 난,0,115,"['멜로/로맨스', '스릴러']",[],청소년,0,0
1093,1093,1093,93,48,12,2.92,여자 전쟁: 봉천동 혈투,0,94,['드라마'],[],청소년,0,0
1094,1094,1094,15,57,47,6.62,여자 하숙집,0,84,['멜로/로맨스'],['2017.05.11'],청소년,2017,5
1095,1095,1095,0,0,25,8.04,"여자, 정혜 (The Charming Girl)",0,98,['드라마'],['2005.03.10'],15세,2005,3
1096,1096,1096,67,209,33,7.52,여자들 (Write or Dance),0,101,['드라마'],['2017.08.03'],15세,2017,8
1097,1097,1097,113,237,30,7.27,여자전쟁: 비열한 거래,0,110,[''],[],청소년,0,0
1098,1098,1098,40,108,18,8.33,여직원들 : 직장연애사,0,92,['멜로/로맨스'],['2016.09.22'],청소년,2016,9
1099,1099,1099,21,38,17,4.59,여친 엄마,0,78,['멜로/로맨스'],[],청소년,0,0
1100,1100,1100,810,6255,1281,9.05,역린 (逆鱗),1,135,['드라마'],['2014.04.30'],15세,2014,4
1101,1101,1101,301,1436,127,8.14,역모 - 반란의 시대 (The Age of Blood),0,102,['액션'],['2017.11.23'],15세,2017,11
1102,1102,1102,0,0,45,7.09,역전의 명수 (Myungsoo),0,122,['코미디'],['2005.04.15'],15세,2005,4
1103,1103,1103,0,0,1077,7.8,연가시 (Deranged),1,109,"['드라마', '모험']",['2012.07.05'],15세,2012,7
1104,1104,1104,12,25,14,3.86,연상녀들 : 내가 가르쳐 줄게,0,71,[''],[],,0,0
1105,1105,1105,0,0,127,6.89,"연애, 그 참을 수 없는 가벼움 (Between Love And Hate)",0,125,"['드라마', '멜로/로맨스']",['2006.09.07'],청소년,2006,9
1106,1106,1106,4,295,10,8.9,연애놀이 (Love Games),0,15,['애니메이션'],[],,0,0
1107,1107,1107,78,713,38,9.39,연애담 (Our Love Story),0,99,"['드라마', '멜로/로맨스']",['2016.11.17'],청소년,2016,11
1108,1108,1108,0,0,128,7.88,연애술사 (Love In Magic),1,109,"['멜로/로맨스', '코미디']",['2005.05.20'],15세,2005,5
1109,1109,1109,0,0,78,8.13,연애의 기술,0,91,"['멜로/로맨스', '코미디']",['2013.10.30'],청소년,2013,10
1110,1110,1110,541,1176,98,8.73,연애의 맛 (Love Clinic),0,101,"['코미디', '멜로/로맨스']",['2015.05.07'],청소년,2015,5
1111,1111,1111,0,0,140,8.34,연애의 목적 (Purpose Of Love),1,121,"['멜로/로맨스', '드라마', '코미디']",['2005.06.10'],청소년,2005,6
1112,1112,1112,71,214,18,6.33,"연애의 발동 : 상해 여자, 부산 남자 (?婚聯盟)",0,108,"['멜로/로맨스', '코미디', '']",['2016.06.02'],12세,2016,6
1113,1113,1113,0,0,451,8.62,연애의 온도 (Very Ordinary Couple (V.O.C.)),1,112,['멜로/로맨스'],['2013.03.21'],청소년,2013,3
1114,1114,1114,10,180,23,8.22,연인의 방 (A Couple's Room),0,5,['애니메이션'],[],전체,0,0
1115,1115,1115,3205,28626,5264,9.45,연평해전 (Northern Limit Line),1,130,['드라마'],['2015.06.24'],12세,2015,6
1116,1116,1116,0,0,64,9.33,"열세살, 수아 (Girl Thirteen)",0,94,['드라마'],['2007.06.14'],12세,2007,6
1117,1117,1117,0,0,37,7.75,"열여덟,열아홉",0,94,"['멜로/로맨스', '드라마']",['2012.03.01'],15세,2012,3
1118,1118,1118,935,8738,443,9.25,열정같은소리하고있네 (YOU CALL IT PASSION),0,106,['드라마'],['2015.11.25'],15세,2015,11
1119,1119,1119,0,0,145,8.66,열한번째 엄마 (11th Mother),1,104,['드라마'],['2007.11.29'],12세,2007,11
1120,1120,1120,0,0,270,8.44,열한시 (AM 11:00),0,99,['스릴러'],['2013.11.28'],15세,2013,11
1121,1121,1121,17561,9148,1604,2.9,엽기적인 그녀 2 (我的新野?女友),0,99,"['멜로/로맨스', '코미디']",['2016.05.12'],15세,2016,5
1122,1122,1122,0,0,19,9.17,영구와 공룡 쮸쮸 (Young-Gu And Princess Zzu Zzu),0,85,"['가족', '판타지', '모험', '코미디']",['1993.07.17'],전체,1993,7
1123,1123,1123,0,0,11,9,영구와 땡칠이 (Yong-Gu And Daeng Chiri),0,97,"['코미디', '가족', '모험']",['1989.07.29'],전체,1989,7
1124,1124,1124,62,476,42,8.9,영도 (Shadow Island),0,116,"['드라마', '범죄', '미스터리']",['2015.09.10'],청소년,2015,9
1125,1125,1125,0,0,82,9.67,영도다리 (I Came From Busan),1,81,['드라마'],['2010.07.01'],청소년,2010,7
1126,1126,1126,43,235,38,8.86,영아 (Yeonga),0,24,['드라마'],[],12세,0,0
1127,1127,1127,0,0,186,9.1,영화는 영화다 (Rough Cut),0,112,"['액션', '범죄', '드라마', '느와르']",['2008.09.11'],청소년,2008,9
1128,1128,1128,0,0,41,9,영화판 (Ari Ari the Korean Cinema),0,83,['다큐멘터리'],['2012.12.06'],12세,2012,12
1129,1129,1129,75,130,19,5.37,옆집 누나,0,80,[''],[],청소년,0,0
1130,1130,1130,46,85,20,5.55,옆집소녀,0,103,['멜로/로맨스'],"['2017.04.27', '2017.03.21']",청소년,2017,4
1131,1131,1131,0,0,438,9.08,예의없는 것들 (No Mercy For The Rude),0,121,"['코미디', '액션', '느와르']",['2006.08.24'],청소년,2006,8
1132,1132,1132,16,312,33,9.67,오 마이 파파 (OH! My PaPa),0,97,['다큐멘터리'],['2016.11.10'],전체,2016,11
1133,1133,1133,0,0,160,7.32,오감도 (Five Senses Of Eros),0,128,['멜로/로맨스'],['2009.07.09'],청소년,2009,7
1134,1134,1134,14,100,24,9.75,오늘영화 (Now Playing),0,91,"['드라마', '멜로/로맨스']",['2015.08.20'],15세,2015,8
1135,1135,1135,2573,19766,958,9.28,오늘의 연애 (Love Forecast),1,118,"['멜로/로맨스', '코미디']",['2015.01.14'],15세,2015,1
1136,1136,1136,16,434,267,9.68,오늘이 (O-Nu-Ri),0,16,"['애니메이션', '판타지']",[],전체,0,0
1137,1137,1137,0,0,51,8.86,오래된 인력거 (My Barefoot Friend),0,85,['다큐멘터리'],['2011.12.15'],전체,2011,12
1138,1138,1138,0,0,77,8.83,오래된 정원 (The Old Garden),0,112,"['드라마', '멜로/로맨스']",['2007.01.04'],12세,2007,1
1139,1139,1139,0,0,116,7.61,오로라 공주 (Princess Aurora),0,106,"['범죄', '스릴러']",['2005.10.27'],청소년,2005,10
1140,1140,1140,2,135,18,9.89,오목어 (Noodle Fish),0,10,['애니메이션'],[],,0,0
1141,1141,1141,22,58,54,8.96,오빠가 돌아왔다 (TOTAL MESSED FAMILY),0,94,"['코미디', '드라마']",['2014.03.20'],청소년,2014,3
1142,1142,1142,1092,8257,679,9.06,오빠생각 (A Melody to Remember),1,124,"['드라마', '전쟁']",['2016.01.21'],12세,2016,1
1143,1143,1143,0,0,45,7.95,오세암 (Oseam),0,75,"['애니메이션', '드라마']",['2003.05.01'],전체,2003,5
1144,1144,1144,0,0,290,9.4,오싹한 연애 (Spellbound),1,114,"['멜로/로맨스', '공포', '코미디']",['2011.12.01'],12세,2011,12
1145,1145,1145,0,0,17,9.24,오이시맨 (Oishi Man),0,93,['드라마'],['2009.02.19'],12세,2009,2
1146,1146,1146,0,0,526,9.6,오직 그대만 (Always),1,105,['드라마'],['2011.10.20'],15세,2011,10
1147,1147,1147,0,0,22,10,옥희의 영화 (Oki's Movie),0,80,['드라마'],['2010.09.16'],청소년,2010,9
1148,1148,1148,0,0,30,6.77,"온 더 로드, 투 (On The Road, Two)",0,107,['다큐멘터리'],['2006.01.05'],전체,2006,1
1149,1149,1149,0,0,377,9.02,올드 미스 다이어리 - 극장판 (Old Miss Diary),0,108,['코미디'],"['2007.03.01', '2006.12.21']",12세,2007,3
1150,1150,1150,8,221,86,9.92,올드마린보이 (Old Marine Boy),0,85,['다큐멘터리'],['2017.11.02'],전체,2017,11
1151,1151,1151,13,42,41,6.63,올래?! - 천사들의 도시편,0,80,['멜로/로맨스'],[],청소년,0,0
1152,1152,1152,258,1641,147,8.65,올레 (DETOUR),0,103,"['코미디', '드라마']",['2016.08.25'],15세,2016,8
1153,1153,1153,76,80,40,4.1,올리고당 더 무비,0,103,[''],[],청소년,0,0
1154,1154,1154,0,0,14,6.64,와이키키 브라더스 (Waikiki Brothers),0,109,['드라마'],['2001.10.27'],청소년,2001,10
1155,1155,1155,0,0,726,9.51,완득이 (Punch),1,107,['드라마'],['2011.10.20'],12세,2011,10
1156,1156,1156,0,0,58,7.05,완벽한 파트너,0,120,['코미디'],['2011.11.17'],청소년,2011,11
1157,1157,1157,0,0,144,9.42,완전 소중한 사랑 (It's Time to Love),0,118,"['멜로/로맨스', '드라마']",['2013.11.21'],12세,2013,11
1158,1158,1158,16,111,20,9.8,왓니껴 (Welcome),0,108,['드라마'],['2014.08.21'],12세,2014,8
1159,1159,1159,51,381,45,8.04,왕을 참하라,0,116,['드라마'],['2017.03.16'],청소년,2017,3
1160,1160,1160,0,0,3792,9.37,왕의 남자 (爾: King And The Clown),1,119,['드라마'],['2005.12.29'],15세,2005,12
1161,1161,1161,0,0,17,9.06,왕자가 된 소녀들 (The Girl Princes),0,79,['다큐멘터리'],['2013.04.18'],전체,2013,4
1162,1162,1162,0,0,71,8.28,왕후 심청 (Empress Chung),0,94,"['애니메이션', '가족', '판타지']",['2005.08.11'],전체,2005,8
1163,1163,1163,64,143,20,6.45,외도,0,77,"['멜로/로맨스', '드라마']",[],청소년,0,0
1164,1164,1164,5,29,17,6.47,외출 2,0,71,['멜로/로맨스'],[],청소년,0,0
1165,1165,1165,0,0,149,7.69,요가학원,0,97,"['공포', '드라마']",['2009.08.20'],15세,2009,8
1166,1166,1166,0,0,255,7.65,요술 (Magic),0,95,['드라마'],['2010.06.24'],15세,2010,6
1167,1167,1167,71,239,19,9.37,욕 (Curse),0,5,[''],[],,0,0
1168,1168,1168,93,211,19,8,욕망의 독:중독 (Pretty),0,91,['스릴러'],['2014.09.25'],청소년,2014,9
1169,1169,1169,0,0,38,8,용가리 (Yonggary),0,90,"['모험', '액션', '판타지', '가족']","['2001.01.20', '1999.07.17']",전체,2001,1
1170,1170,1170,7,27,33,9.64,"용서, 그 먼 길 끝에 당신이 있습니까",0,100,['다큐멘터리'],['2008.11.06'],12세,2008,11
1171,1171,1171,0,0,143,8.69,용서는 없다 (No Mercy),0,125,"['범죄', '스릴러']",['2010.01.07'],청소년,2010,1
1172,1172,1172,69,439,45,9.18,용순 (Yongsoon),0,104,['드라마'],['2017.06.08'],15세,2017,6
1173,1173,1173,0,0,931,9.28,용의자 (The Suspect),1,137,"['액션', '드라마']",['2013.12.24'],15세,2013,12
1174,1174,1174,0,0,197,9.93,용의자X (Perfect Number),1,119,['미스터리'],['2012.10.18'],15세,2012,10
1175,1175,1175,0,0,290,9.09,용의주도 미스 신 (Miss Gold Digger),1,108,"['코미디', '멜로/로맨스']",['2007.12.18'],15세,2007,12
1176,1176,1176,461,2136,379,8.17,우는 남자 (No Tears For the Dead),0,116,"['액션', '드라마']",['2014.06.04'],청소년,2014,6
1177,1177,1177,20,93,29,8.17,우동 한 그릇 (A Boul Of Udon),0,98,[''],[],전체,0,0
1178,1178,1178,0,0,27,9.56,우리 만난 적 있나요,0,100,"['멜로/로맨스', '판타지']",['2010.11.25'],12세,2010,11
1179,1179,1179,0,0,521,9.3,우리 생애 최고의 순간 (Forever The Moment),1,124,['드라마'],['2008.01.10'],전체,2008,1
1180,1180,1180,0,0,62,8.81,우리 선희 (Our Sunhi),0,89,['드라마'],['2013.09.12'],청소년,2013,9
1181,1181,1181,19,149,12,8.67,우리 손자 베스트 (Beaten Black and Blue),0,130,"['드라마', '코미디']",['2016.12.08'],청소년,2016,12
1182,1182,1182,90,487,35,9.37,우리 연애의 이력 (With or Without You),0,101,['멜로/로맨스'],['2016.06.29'],15세,2016,6
1183,1183,1183,0,0,27,9.85,우리 이웃의 범죄,0,98,"['범죄', '드라마']",['2011.04.07'],15세,2011,4
1184,1184,1184,0,0,624,9.81,우리 집에 왜 왔니 (My Home),0,107,"['멜로/로맨스', '코미디', '드라마']",['2009.04.09'],15세,2009,4
1185,1185,1185,0,0,145,8.06,우리 학교 (Our School),0,131,"['다큐멘터리', '드라마']",['2007.03.29'],전체,2007,3
1186,1186,1186,0,0,14,8.31,우리 형 (My Brother...),0,112,['드라마'],['2004.10.08'],15세,2004,10
1187,1187,1187,7,90,19,10,우리가족 (Our Family),0,85,['다큐멘터리'],['2014.07.24'],전체,2014,7
1188,1188,1188,0,0,14,8.71,우리는 그곳에 있었다 (WE WERE THERE),0,82,['다큐멘터리'],['2013.07.18'],전체,2013,7
1189,1189,1189,669,5789,168,8.38,우리는 형제입니다 (We Are Brothers),1,102,"['코미디', '가족']",['2014.10.23'],12세,2014,10
1190,1190,1190,0,0,28,9.18,우리들의 일그러진 영웅 (Our Twisted Hero),0,119,['드라마'],['1992.08.15'],전체,1992,8
1191,1191,1191,0,0,1212,9.49,우리들의 행복한 시간 (Maundy Thursday),1,120,['드라마'],['2006.09.14'],15세,2006,9
1192,1192,1192,0,0,224,7.76,우리별 일호와 얼룩소 (The Satellite Girl and Milk Cow),0,81,"['애니메이션', '판타지', '모험']",['2014.02.20'],전체,2014,2
1193,1193,1193,13,163,544,9.58,우아한 거짓말 (Thread of Lies),1,117,['드라마'],['2014.03.13'],12세,2014,3
1194,1194,1194,0,0,239,9.09,우아한 세계 (The Show Must Go On),1,112,"['범죄', '느와르', '액션', '코미디']",['2007.04.05'],15세,2007,4
1195,1195,1195,48,258,17,8.76,우주의 크리스마스 (Woojoo's Christmas),0,107,"['드라마', '판타지']",['2016.10.13'],15세,2016,10
1196,1196,1196,13,191,17,7.76,울보 권투부 (A Crybaby Boxing Club),0,86,['다큐멘터리'],['2015.10.29'],12세,2015,10
1197,1197,1197,27,123,21,9.52,울언니,0,97,"['드라마', '스릴러']",['2014.12.04'],청소년,2014,12
1198,1198,1198,0,0,185,8.71,울지마 톤즈 (Don't Cry for Me Sudan),1,91,['다큐멘터리'],['2010.09.09'],전체,2010,9
1199,1199,1199,0,0,139,8.9,울학교 이티 (Our School's E.T.),0,120,"['코미디', '드라마']",['2008.09.11'],15세,2008,9
1201,1201,1201,14534,4677,2787,3.92,워킹걸 (Casa Amor; Exclusive for Ladies),0,112,"['코미디', '멜로/로맨스']",['2015.01.07'],청소년,2015,1
1202,1202,1202,75,147,53,5.13,워킹스트리트 (Walking Street),0,89,['드라마'],[],청소년,0,0
1203,1203,1203,0,0,216,9.27,원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR (ONE OF A KIND 3D ; G-DRAGON 2013 1ST WORLD TOUR),0,93,['공연실황'],['2013.10.31'],전체,2013,10
1204,1204,1204,28,119,36,8.44,원 컷 - 어느 친절한 살인자의 기록 (ある優しき殺人者の記?),0,86,['공포'],['2014.09.11'],청소년,2014,9
1205,1205,1205,7,17,12,6.58,원나잇스탠드 (One-night Stand),0,94,"['드라마', '멜로/로맨스', '스릴러']",[],청소년,0,0
1206,1206,1206,366,938,99,5,원나잇온리 (one night only),0,67,[''],['2014.07.03'],청소년,2014,7
1207,1207,1207,0,0,261,9.01,원더풀 라디오 (Love On-Air),1,120,['드라마'],['2012.01.05'],15세,2012,1
1208,1208,1208,460,3962,218,9.01,원라인 (ONE-LINE),1,131,['범죄'],['2017.03.29'],15세,2017,3
1209,1209,1209,212,340,19,6.63,원령 (怨靈之路),0,91,"['공포', '']",['2015.08.13'],15세,2015,8
1210,1210,1210,154,481,43,7.26,원스텝 (One Step),0,87,['드라마'],['2017.04.06'],12세,2017,4
1211,1211,1211,15,35,22,6.77,원정여행,0,76,['멜로/로맨스'],['2017.08.31'],청소년,2017,8
1212,1212,1212,0,0,820,8.18,원탁의 천사 (Holy Daddy),0,105,"['코미디', '판타지']",['2006.08.24'],15세,2006,8
1213,1213,1213,0,9,29,9.21,월세와 보증금 (Mini & Eunjin),0,21,['드라마'],[],15세,0,0
1214,1214,1214,9,32,10,7.7,월하 (Wol-ha : Very Bad Moon Rising),0,80,"['공포', '미스터리', '스릴러']",['2017.12.20'],15세,2017,12
1215,1215,1215,0,0,196,9.12,웨딩 드레스,0,109,['드라마'],['2010.01.14'],전체,2010,1
1216,1216,1216,0,0,13,6.62,웨스트 32번가 (West 32nd),0,86,"['느와르', '드라마', '액션']",['2007.11.22'],15세,2007,11
1217,1217,1217,0,0,594,8.61,웰컴 투 동막골 (Welcome To Dongmakgol),1,133,"['드라마', '전쟁']",['2005.08.04'],12세,2005,8
1218,1218,1218,4,21,10,7.5,위대한 선수 (The Great Player),0,18,"['드라마', '코미디', '가족']",[],,0,0
1219,1219,1219,436,3408,335,8.93,위대한 소원 (THE LAST RIDE),1,93,"['코미디', '드라마']",['2016.04.20'],15세,2016,4
1220,1220,1220,19,436,16,9.44,위대한유산 (The Great Legacy),0,9,['드라마'],[],,0,0
1221,1221,1221,0,0,11,9.55,위도 (Wi-do),0,108,"['스릴러', '미스터리']",['2011.10.20'],청소년,2011,10
1222,1222,1222,14,107,11,9.09,위드 (With),0,99,"['드라마', '멜로/로맨스']",['2017.01.19'],청소년,2017,1
1223,1223,1223,17,356,18,9,위로공단 (Factory Complex),0,95,['다큐멘터리'],['2015.08.13'],15세,2015,8
1224,1224,1224,61,210,31,5.48,위선자들,0,104,['드라마'],['2015.11.26'],청소년,2015,11
1225,1225,1225,82,305,48,7.73,위층여자,0,95,"['멜로/로맨스', '코미디']",['2014.10.29'],청소년,2014,10
1226,1226,1226,779,2757,365,8.85,위험한 상견례 2 (Enemies In-Law),1,119,"['멜로/로맨스', '코미디']",['2015.04.29'],15세,2015,4
