,Unnamed: 0,Unnamed: 0.1,글쎄요,보고싶어요,참여인원,평점,title,y,런타임,장르,개봉일,등급,개봉년도,개봉월
617,617,617,0,0,48,7.44,미스터 좀비,0,94,"['공포', '코미디']",['2010.08.26'],15세,2010,8
618,618,618,0,0,93,8.71,미스터 주부퀴즈왕 (Quiz King),0,107,['코미디'],['2005.09.30'],12세,2005,9
619,619,619,729,4930,607,8.57,미쓰 와이프 (Wonderful Nightmare),0,125,['코미디'],['2015.08.13'],15세,2015,8
620,620,620,0,0,70,8.22,미쓰 홍당무 (Crush And Blush),0,100,"['코미디', '드라마']",['2008.10.16'],청소년,2008,10
621,621,621,0,0,141,8,미쓰GO (Miss Conspirator),0,115,"['코미디', '액션']",['2012.06.21'],15세,2012,6
622,622,622,560,4785,499,9.29,미씽: 사라진 여자 (MISSING),0,100,"['미스터리', '가족', '서스펜스']",['2016.11.30'],15세,2016,11
623,623,623,0,0,69,9.62,미안하다 독도야,0,98,['다큐멘터리'],"['2009.05.21', '2008.12.31']",전체,2009,5
624,624,624,30,87,28,9.46,미안하다.. (Sorry..),0,6,"['애니메이션', '드라마']",[],12세,0,0
625,625,625,267,1682,85,8.47,미안해 사랑해 고마워 (Summer Snow),0,115,['드라마'],['2015.10.28'],15세,2015,10
626,626,626,0,0,44,9.07,"미안해, 고마워 (Sorry, Thank you)",0,114,['드라마'],['2011.05.26'],12세,2011,5
627,627,627,439,3455,205,8.41,미옥 (A Special Lady),0,91,"['느와르', '범죄', '액션']",['2017.11.09'],청소년,2017,11
628,628,628,56,137,34,6.71,미용실 : 특별한 서비스,0,81,[''],[],청소년,0,0
629,629,629,0,0,31,9.14,미운 오리 새끼 (The Ugly Duckling),0,95,['드라마'],['2012.08.30'],15세,2012,8
630,630,630,0,0,134,7.23,미인도 (美人圖),0,108,"['멜로/로맨스', '드라마']",['2008.11.13'],청소년,2008,11
631,631,631,48,139,14,8.07,미조 (MIZO),0,72,['드라마'],['2014.10.02'],청소년,2014,10
632,632,632,0,1,12,8.67,미친 시간 (Mad Minutes),0,80,"['전쟁', '다큐멘터리']",[],,0,0
633,633,633,0,0,564,8.52,미확인 동영상 : 절대클릭금지 (Don’t Click),0,93,"['공포', '스릴러']",['2012.05.30'],15세,2012,5
634,634,634,3,17,16,8.88,민호가 착하니 천하무적 (Min-ho Win!),0,40,"['액션', '스릴러']",[],,0,0
635,635,635,9,63,15,9.33,믿거나 말거나 찬드라의 경우 (Never Ending Peace And Love),0,28,[''],[],,0,0
636,636,636,0,0,227,8.47,밀양 (Secret Sunshine),1,141,['드라마'],['2007.05.23'],15세,2007,5
637,637,637,19,202,19,7.42,밀양 아리랑 (Miryang Arirang - Legend of Miryang 2),0,102,['다큐멘터리'],['2015.07.16'],15세,2015,7
638,638,638,3,31,11,7.27,밀양전 (Legend of Miryang1),0,72,['다큐멘터리'],[],,0,0
639,639,639,1463,13996,443,8.75,밀정 (The Age of Shadows),1,140,['액션'],['2016.09.07'],15세,2016,9
640,640,640,0,0,27,8.63,밍크코트 (Jesus Hospital),0,91,['드라마'],['2012.01.12'],15세,2012,1
641,641,641,0,0,22,9.14,"바다 쪽으로, 한 뼘 더 (One Step More To The Sea)",0,90,['드라마'],['2009.05.21'],전체,2009,5
642,642,642,4,25,39,8.36,바라만 본다 (Always Behind You),0,43,"['드라마', '멜로/로맨스']",[],12세,0,0
643,643,643,0,0,140,7.22,바람 피기 좋은 날 (A Good Day To Have An Affair),0,103,"['멜로/로맨스', '코미디']",['2007.02.08'],청소년,2007,2
644,644,644,0,0,128,9.54,바람과 함께 사라지다 (The Grand Heist),1,121,"['코미디', '액션']",['2012.08.08'],12세,2012,8
645,645,645,64,162,18,4.83,바람난 여자들,0,85,['멜로/로맨스'],['2016.07.21'],청소년,2016,7
646,646,646,10,140,18,9.89,바람의 춤꾼 (Dances with the Wind),0,88,['다큐멘터리'],['2017.06.06'],12세,2017,6
647,647,647,0,0,11,9,바람의 파이터 (Fighter In The Wind),0,120,"['액션', '드라마']",['2004.08.12'],12세,2004,8
648,648,648,5,51,13,9.54,바람커피로드,0,70,['다큐멘터리'],[],,0,0
649,649,649,0,0,197,9.24,바르게 살자 (Going By The Book),1,102,['코미디'],['2007.10.18'],15세,2007,10
650,650,650,0,0,53,6.53,바리바리 짱 (Baribari Zzang),0,83,"['가족', '코미디', '모험', '액션']",['2005.08.19'],12세,2005,8
651,651,651,166,316,139,6.09,바리새인 (A Pharisee),0,76,['드라마'],['2014.09.25'],청소년,2014,9
652,652,652,0,0,16,7.94,바보야,0,73,['다큐멘터리'],"['2013.02.14', '2011.04.21']",전체,2013,2
653,653,653,0,0,826,8.97,박수건달 (Man on the Edge),1,127,['코미디'],['2013.01.09'],15세,2013,1
654,654,654,0,0,201,8.44,박수칠 때 떠나라 (The Big Scene),1,115,"['코미디', '미스터리', '드라마']",['2005.08.11'],15세,2005,8
655,655,655,912,7265,858,9.15,박열 (Anarchist from Colony),1,129,"['드라마', '모험', '멜로/로맨스']",['2017.06.28'],12세,2017,6
656,656,656,0,0,406,7.92,박쥐 (Thirst),1,133,['멜로/로맨스'],['2009.04.30'],청소년,2009,4
657,657,657,39,361,27,9.63,박화영 (Park Hwa-young),0,110,"['드라마', '범죄', '멜로/로맨스']",[],,0,0
658,658,658,0,0,149,8.98,반가운 살인자,1,107,"['코미디', '범죄', '스릴러']",['2010.04.08'],15세,2010,4
659,659,659,0,0,75,7.07,반두비 (Bandhobi),0,107,"['드라마', '멜로/로맨스']",['2009.06.25'],청소년,2009,6
660,660,660,497,2344,264,8.45,반드시 잡는다 (The Chase),0,110,['스릴러'],['2017.11.29'],15세,2017,11
661,661,661,0,0,61,9.7,반드시 크게 들을 것,0,95,['다큐멘터리'],['2010.04.22'],15세,2010,4
662,662,662,0,0,34,8.79,반드시 크게 들을 것 2 : WILD DAYS (Turn It up to Eleven 2 : WILD DAYS),0,91,['다큐멘터리'],['2012.11.22'],12세,2012,11
663,663,663,15,190,28,9.71,반짝이는 박수 소리 (Glittering Hands),0,80,['다큐멘터리'],['2015.04.23'],전체,2015,4
664,664,664,0,0,770,9.15,반창꼬 (Love 911),1,120,"['드라마', '멜로/로맨스']",['2012.12.19'],15세,2012,12
665,665,665,330,1457,161,6.18,발광하는 현대사,0,232,['애니메이션'],[],청소년,0,0
666,666,666,0,0,30,7.9,발레 교습소 (Flying Boys),0,109,['드라마'],['2004.12.03'],15세,2004,12
667,667,667,11,132,26,8,밤벌레 (Night Bugs),0,33,[''],[],,0,0
668,668,668,34,118,18,6.44,밤섬해적단 서울불바다 (Bamseom Pirates Seoul Inferno),0,120,['다큐멘터리'],['2017.08.24'],15세,2017,8
669,669,669,0,0,383,8.99,밤의 여왕 (QUEEN OF THE NIGHT),0,113,"['멜로/로맨스', '코미디']",['2013.10.17'],15세,2013,10
670,670,670,11600,4677,1345,2.94,밤의 해변에서 혼자 (On the Beach at Night Alone),0,101,['드라마'],['2017.03.23'],청소년,2017,3
671,671,671,31,286,48,9.65,방 안의 코끼리 (Elephant in the Room),0,100,[''],['2016.03.03'],청소년,2016,3
672,672,672,0,0,156,7.78,방가? 방가! (He's on Duty),0,110,['코미디'],['2010.09.30'],12세,2010,9
673,673,673,0,0,148,6.33,방과후 옥상 (See You After School),0,103,"['코미디', '드라마']",['2006.03.16'],15세,2006,3
674,674,674,0,0,13,6.69,방독피 (Anti Gas Skin),0,123,"['미스터리', '스릴러']",['2013.08.22'],청소년,2013,8
675,675,675,0,0,195,8.4,방자전 (The Servant),1,124,['드라마'],['2010.06.02'],청소년,2010,6
676,676,676,155,1932,290,9.16,방황하는 칼날 (Broken),0,122,"['스릴러', '범죄']",['2014.04.10'],청소년,2014,4
677,677,677,0,0,23,7.09,배꼽 (Horny Family),0,94,"['멜로/로맨스', '코미디']",['2013.01.17'],청소년,2013,1
678,678,678,119,519,11,7.91,배드민턴 (BADminton),0,26,['드라마'],[],,0,0
679,679,679,0,0,1358,9.4,배우는 배우다 (Rough Play),1,98,['드라마'],['2013.10.24'],청소년,2013,10
680,680,680,27,104,14,9.36,배짱이들 (For your youth),0,79,['다큐멘터리'],['2016.05.12'],12세,2016,5
681,681,681,12,72,26,9.46,백년해로외전 (Be With Me),0,30,"['드라마', '판타지', '멜로/로맨스']",[],12세,0,0
682,682,682,0,0,1142,7.88,백만장자의 첫사랑 (A Millionaires First Love),1,116,['멜로/로맨스'],['2006.02.09'],12세,2006,2
683,683,683,0,0,25,6.55,백야 (White Night),0,75,"['드라마', '멜로/로맨스']",['2012.11.15'],청소년,2012,11
684,684,684,138,1123,425,9.54,백프로 (Professional Mr.Baek),1,109,"['코미디', '드라마']",['2014.04.03'],15세,2014,4
685,685,685,388,998,331,8.29,번개맨 (Bungaeman),0,72,['판타지'],['2016.02.11'],전체,2016,2
686,686,686,0,2,27,9.42,번지 점프를 하다 (Bungee Jumping Of Their Own),0,101,['멜로/로맨스'],"['2017.11.02', '2001.02.03']",15세,2017,11
687,687,687,0,0,26,9.04,벌거숭이 (A Mere Life),0,76,"['범죄', '드라마']",['2013.09.26'],청소년,2013,9
688,688,688,1129,7567,1210,9.27,범죄도시 (THE OUTLAWS),1,121,['액션'],['2017.10.03'],청소년,2017,10
689,689,689,0,0,160,8.28,범죄소년 (Juvenile Offender),0,107,['드라마'],['2012.11.22'],15세,2012,11
690,690,690,0,0,227,9.31,범죄와의 전쟁 : 나쁜놈들 전성시대 (Nameless Gangster : Rules of Time),1,133,"['범죄', '드라마']",['2012.02.02'],청소년,2012,2
691,691,691,191,1047,73,9.07,범죄의 여왕 (The Queen of Crime),0,103,['스릴러'],['2016.08.25'],15세,2016,8
692,692,692,0,0,21,8.43,법정 스님의 의자,0,75,['다큐멘터리'],"['2012.05.24', '2011.05.12']",전체,2012,5
693,693,693,0,0,49,9.07,베드 (B·E·D),0,91,"['멜로/로맨스', '드라마']","['2015.03.12', '2013.01.17']",청소년,2015,3
694,694,694,0,0,100,8.82,베스트셀러 (Bestseller),1,117,['미스터리'],['2010.04.15'],15세,2010,4
695,695,695,1339,9952,688,8.89,베테랑 (Veteran),1,123,"['액션', '드라마']",['2015.08.05'],15세,2015,8
696,696,696,24,47,11,6.18,변강쇠 VS 어우동,0,80,['멜로/로맨스'],['2017.10.31'],청소년,2017,10
697,697,697,0,0,2667,6.08,변호인 (The Attorney),1,127,['드라마'],['2013.12.18'],15세,2013,12
698,698,698,0,0,12,9.75,별별 이야기 (If You Were Me: Anima Vision),0,72,"['애니메이션', '가족']",['2005.09.23'],,2005,9
699,699,699,0,0,24,7.42,별빛 속으로 (For Eternal Hearts),0,103,"['멜로/로맨스', '드라마']",['2007.08.09'],12세,2007,8
700,700,700,0,0,10,7.25,별일아니다 (Ordinary Days),0,124,['드라마'],['2014.02.13'],15세,2014,2
701,701,701,461,2752,200,8.26,보안관 (The Sheriff in Town),1,115,"['범죄', '코미디']",['2017.05.03'],15세,2017,5
702,702,702,4,72,34,10,"보이후드, 그 해 여름 우리는 뜨거웠다 (Boys and Bows)",0,70,['다큐멘터리'],[],,0,0
703,703,703,51,90,33,7.55,보전자전,0,65,[''],[],청소년,0,0
704,704,704,363,2459,366,9.23,보통사람 (Ordinary Person),1,121,['드라마'],['2017.03.23'],15세,2017,3
705,705,705,0,0,827,7.9,복면 달호 (Highway Star),0,114,"['코미디', '드라마']",['2007.02.14'],12세,2007,2
706,706,706,2,3,21,8.1,복서즈 다이아몬드 (Boxer's Diamond),0,10,['드라마'],[],,0,0
707,707,707,0,0,55,8.69,복수혈전 (A Bloody Battle For Revenge),0,88,['액션'],['1992.10.10'],15세,1992,10
708,708,708,0,0,311,8.59,복숭아나무 (The Peachtree),0,106,"['드라마', '멜로/로맨스']",['2012.10.31'],15세,2012,10
709,709,709,0,0,98,8.7,볼츠와 블립 (Bolts & Blip),0,77,"['애니메이션', '가족', '판타지', 'SF']",['2012.02.23'],전체,2012,2
710,710,710,141,754,68,9.54,봄 (late spring),0,102,['드라마'],['2014.11.20'],청소년,2014,11
711,711,711,0,0,17,8.94,봄 여름 가을 겨울 그리고 봄 (Spring Summer Fall Winter and Spring),0,106,['드라마'],['2003.09.19'],15세,2003,9
712,712,712,0,0,15,7.6,"봄, 눈 (Spring, Snow)",0,109,['드라마'],['2012.04.26'],전체,2012,4
713,713,713,4,258,27,9.41,봄이니까 (It's Spring),0,14,['애니메이션'],[],,0,0
714,714,714,1217,20055,865,8.82,봉이 김선달 (Seondal: The Man who Sells the River),0,121,"['코미디', '모험']",['2016.07.06'],12세,2016,7
715,715,715,31,93,16,9.6,부곡 하와이 (Bugok Hawaii: Illusionary Paradise),0,84,['드라마'],['2015.04.30'],청소년,2015,4
716,716,716,0,0,111,9.5,부당거래 (The Unjust),1,119,"['범죄', '드라마']",['2010.10.28'],청소년,2010,10
717,717,717,487,3484,825,9.11,부라더 (The Bros),1,102,['코미디'],['2017.11.02'],12세,2017,11
718,718,718,0,0,291,8.74,부러진 화살 (Unbowed),1,100,['드라마'],['2012.01.18'],15세,2012,1
719,719,719,23,235,90,9.72,부릉! 부릉! 브루미즈: 스피더의 모험 일기 (Vroom! Vroom! Vroomiz),0,60,['애니메이션'],['2016.12.15'],전체,2016,12
720,720,720,14,86,12,9.83,부부의 스폰서,0,99,[''],['2016.09.09'],청소년,2016,9
721,721,721,0,0,128,8.59,부산 (父.山),0,101,"['액션', '드라마']",['2009.10.15'],청소년,2009,10
722,722,722,8779,62952,5152,8.23,부산행 (TRAIN TO BUSAN),1,118,"['액션', '스릴러']",['2016.07.20'],15세,2016,7
723,723,723,0,0,87,9.54,북극의 눈물 (Tears In The Arctic),0,86,['다큐멘터리'],['2009.10.15'],전체,2009,10
724,724,724,0,0,161,9.1,분노의 윤리학 (An Ethics Lesson),0,110,"['범죄', '드라마']",['2013.02.21'],청소년,2013,2
725,725,725,50,254,55,9.13,분장 (LOST TO SHAME),0,103,['드라마'],['2017.09.27'],15세,2017,9
726,726,726,0,0,22,9.36,분홍돌고래 (Boto),0,78,['드라마'],['2010.07.01'],12세,2010,7
727,727,727,0,0,13,8.38,"불꽃 슛 통키 (Shoot Fireworks, Tonkey)",0,106,['액션'],['1993.08.08'],전체,1993,8
728,728,728,0,0,276,8.35,불꽃처럼 나비처럼 (The Sword With No Name),1,124,"['드라마', '멜로/로맨스', '액션']",['2009.09.24'],15세,2009,9
729,729,729,0,0,102,8.49,불량남녀,0,108,['코미디'],['2010.11.04'],15세,2010,11
730,730,730,7,56,11,9,불륜 (Unlawful Love),0,15,['드라마'],[],,0,0
731,731,731,21,48,47,6.68,불륜가족,0,72,['멜로/로맨스'],[],청소년,0,0
732,732,732,0,0,119,8.19,불신지옥 (Possessed),0,106,"['공포', '미스터리']",['2009.08.12'],15세,2009,8
733,733,733,997,418,344,3.13,불안한 외출 (The Anxious Day Out),0,90,['다큐멘터리'],['2015.12.10'],15세,2015,12
734,734,734,64,321,61,6.26,불온한 당신 (Troublers),0,99,['다큐멘터리'],['2017.07.20'],15세,2017,7
735,735,735,1,97,13,8.69,불청객 - 반가운 손님,0,87,['드라마'],['2016.09.29'],청소년,2016,9
736,736,736,822,3041,1015,8.74,불한당: 나쁜 놈들의 세상 (The Merciless),0,120,"['범죄', '액션', '드라마']",['2017.05.17'],청소년,2017,5
737,737,737,0,0,90,9.02,붉은 가족 (Red Family),0,99,"['드라마', '액션', '서스펜스']",['2013.11.06'],15세,2013,11
738,738,738,0,0,20,7.4,붉은 바캉스 검은 웨딩 2 (Red Vacance Black Wedding 2),0,88,['스릴러'],['2013.11.28'],청소년,2013,11
739,739,739,25,72,35,7.31,붉은 비키니,0,86,[''],[],청소년,0,0
740,740,740,6346,17219,2667,5.65,뷰티 인사이드 (The Beauty Inside),1,127,['멜로/로맨스'],['2015.08.20'],12세,2015,8
741,741,741,0,0,72,8.57,뷰티풀 선데이 (Beautiful Sunday),0,117,"['드라마', '액션', '스릴러', '범죄']",['2007.03.29'],청소년,2007,3
742,742,742,0,0,19,9.05,뷰티풀 차일드 (Beautiful Child),0,93,['다큐멘터리'],['2013.11.28'],전체,2013,11
743,743,743,8,504,145,9.95,뷰티풀 투모로우 (Beautiful Tomorrow),1,68,['드라마'],['2017.10.26'],12세,2017,10
744,744,744,0,0,62,8.47,브라보 마이 라이프 (Bravo My Life),0,120,"['코미디', '드라마']",['2007.09.06'],12세,2007,9
745,745,745,0,0,33,9.67,브라보! 재즈 라이프 (Bravo! Jazz Life),0,105,['다큐멘터리'],['2010.12.16'],전체,2010,12
746,746,746,3,128,17,9.88,브링 홈: 아버지의 땅 (Pha-sa Bhu-thuk),0,82,"['다큐멘터리', '']",['2016.09.01'],전체,2016,9
747,747,747,1102,8614,582,8.27,브이아이피 (V.I.P.),0,128,"['범죄', '드라마']",['2017.08.23'],청소년,2017,8
748,748,748,26,191,44,8.64,블랙딜 (BLACKDEAL),0,87,['다큐멘터리'],['2014.07.03'],12세,2014,7
749,749,749,0,0,13,9.08,블러디 쉐이크 (Bloody Shake),0,105,"['드라마', '판타지', '공포', '스릴러']",['2010.05.27'],청소년,2010,5
750,750,750,0,0,37,8.54,비념 (Jeju Prayer),0,93,['다큐멘터리'],['2013.04.03'],15세,2013,4
751,751,751,0,0,10,8.1,비단꽃길,0,91,['다큐멘터리'],['2013.10.17'],전체,2013,10
752,752,752,7,435,52,9.71,비둘기는 날지 않는다 (Doves Do Not Fly),0,18,['애니메이션'],[],12세,0,0
753,753,753,214,132,41,2.9,비밀: 아내의 남자,0,86,"['드라마', '스릴러']",[],청소년,0,0
754,754,754,749,3971,173,8.73,비밀은 없다 (The Truth Beneath),0,102,['스릴러'],['2016.06.23'],청소년,2016,6
755,755,755,0,0,168,9.72,비스트 앵콜 콘서트 3D (Welcome Back to Beast Airline),0,90,['공연실황'],['2012.02.29'],전체,2012,2
756,756,756,0,0,121,9.31,비스티 보이즈 (Beastie Boys),0,123,['드라마'],['2008.04.30'],청소년,2008,4
757,757,757,110,534,33,5.88,비스티걸스 (BEASTIE GIRLS),0,108,"['드라마', '멜로/로맨스']",['2017.07.13'],청소년,2017,7
758,758,758,866,2648,759,8.3,비정규직 특수요원 (PART-TIME SPY),0,117,"['코미디', '액션']",['2017.03.16'],15세,2017,3
759,759,759,0,0,48,8.46,비정한 도시,0,90,"['스릴러', '미스터리']",['2012.10.25'],청소년,2012,10
760,760,760,35,329,79,9.08,비처럼 음악처럼 (Rain & Rain),0,97,['드라마'],[],12세,0,0
761,761,761,20,167,42,9.1,비치온더비치 (Bitch On the Beach),0,99,"['멜로/로맨스', '드라마']",['2016.12.08'],청소년,2016,12
762,762,762,739,4634,564,8.77,빅매치 (Big Match),0,112,['액션'],['2014.11.26'],15세,2014,11
763,763,763,934,6640,299,8.93,빅뱅 메이드 (BIGBANG MADE),0,114,['다큐멘터리'],['2016.06.30'],12세,2016,6
764,764,764,11,119,15,9.93,빈센트 (VINCENT),0,99,['드라마'],['2017.12.14'],12세,2017,12
765,765,765,0,0,16,10,빼꼼의 머그잔 여행,0,76,"['애니메이션', '가족', '코미디', '모험']",['2007.03.22'],전체,2007,3
766,766,766,8,13,39,4.38,뻑큐멘터리 - 박통진리교 (FuckUmentary),0,95,['다큐멘터리'],[],,0,0
767,767,767,214,2730,46,9.7,"뽀로로 극장판 공룡섬 대모험 (Pororo, Dinosaur Island Adventure)",0,79,['애니메이션'],['2017.12.07'],전체,2017,12
768,768,768,0,0,153,9.01,"뽀로로 극장판 슈퍼썰매 대모험 (Pororo, THE RACING ADVENTURE)",0,77,['애니메이션'],['2013.01.23'],전체,2013,1
769,769,769,123,1000,160,9.76,"뽀로로 극장판 컴퓨터 왕국 대모험 (Pororo, Cyberspace Adventure)",0,62,['애니메이션'],['2015.12.10'],전체,2015,12
770,770,770,816,5209,396,8.31,사냥 (The Hunt),1,93,"['액션', '스릴러']",['2016.06.29'],15세,2016,6
771,771,771,2652,22459,557,8.67,사도 (The Throne),1,125,['드라마'],['2015.09.16'],12세,2015,9
772,772,772,39,117,19,8.63,사돈의 팔촌 (Kissing Cousin),0,103,"['드라마', '멜로/로맨스']",['2016.05.12'],15세,2016,5
773,773,773,0,0,19,9.68,사람을 찾습니다 (Missing Person),0,95,[''],['2009.12.17'],청소년,2009,12
774,774,774,0,0,407,6.69,사랑따윈 필요없어 (Love Me Not),0,119,"['드라마', '멜로/로맨스']",['2006.11.09'],15세,2006,11
775,775,775,0,0,290,5.08,사랑방 선수와 어머니 (Love At Sarang),0,107,['코미디'],['2007.08.08'],12세,2007,8
776,776,776,24,44,18,6.28,사랑에도 저작권이 있나요?,0,111,['코미디'],['2015.05.21'],청소년,2015,5
777,777,777,84,325,47,7.36,"사랑은 100℃ (Love, 100℃)",0,22,['멜로/로맨스'],[],청소년,0,0
778,778,778,0,0,281,8.98,사랑을 놓치다 (Lost In Love),0,118,"['드라마', '멜로/로맨스']",['2006.01.26'],15세,2006,1
779,779,779,0,0,88,9.14,사랑의 가위바위보 (One Perfect Day),0,35,"['멜로/로맨스', '코미디웹무비']",['2013.04.29'],12세,2013,4
780,780,780,0,0,61,6.48,사랑이 무서워,0,112,"['멜로/로맨스', '코미디']",['2011.03.10'],15세,2011,3
781,781,781,109,735,49,9.65,사랑이 이긴다 (Love Never Fails),0,100,"['가족', '드라마']",['2015.09.10'],15세,2015,9
